,academy_name,title,local,subject,start_date,end_date
557,매쓰코어수학전문학원,(초중등부 파트 또는 전임) 시흥시 수학 전문 학원 [매쓰코어],경기 시흥시,수학,08.16,09.15
558,영통청담어학원 (주)나은,영통청담어학원 중고등부 강사 모집,경기 수원시,영어,08.16,09.15
559,VEL영어학원,[채용공고] 분당 수내동 초중등 영어 강사 모십니다~,경기 성남시,영어,08.16,채용시
560,쎈수학 초중고전문학원,현재는 채점알바 향후 초등수학강사로 희망하는 주부님 모십니다,경기 부천시,수학,08.16,09.15
561,비상잉글리시아이 북위례...,초중등 영어학원 선생님을 모십니다,경기 하남시,영어,08.16,채용시
562,(주) 뉴런 에듀,엔콕학원 중/고등 영어/수학 선생님 모집,서울 성북구,영어,08.15,채용시
563,킴스에듀케어학원,초등부 수학강사님을 모십니다,경기 수원시,수학,08.15,채용시
564,팀수학,시대인재 수학 강사입니다. 보조강사 채용합니다.,서울 강남구,수학,08.15,채용시
565,국어 하기 좋은 날,예비고1+고1 전임 국어 강사 모집,서울 양천구,국어,08.15,09.14
566,대성다수인학원,"* 초+중등, 중+고등 수학전임 선생님 환영합니다!",서울 강남구,수학,08.15,09.14
567,하이준,중.고등 수학.영어 과외선생님을 구합니다,충남 아산시,수학,08.15,채용시
568,플라밍고 잉글리쉬,부산 남구 유초중 사고력수학 교과수학 쌤 구해요~,부산 남구,수학,08.15,채용시
569,수학의 봄날 수학학원,중-고등 수학 파트 강사 / 중-고등 과학 주말 특강 강사 모집,경기 안양시,수학,08.14,오늘마감
570,김포 채움 학원,[김포시 영어][파트 OR 전임][주3일 OR 주6일][중1~고3],경기 김포시,영어,08.14,오늘마감
571,이루다수학과학학원,분당 이루다수학과학학원에서 수학선생님 모집합니다.,경기 성남시,수학,08.14,오늘마감
572,정선수학전문학원,고등부 수학강사님[전임]모집,서울 송파구,수학,08.10,채용시
