"시군구별(1)","보험료분위별(1)",2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"시군구별(1)","보험료분위별(1)",계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역,계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역,계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역,계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역,계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역,계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역,계,계,계,직장,직장,직장,직장,직장,직장,직장,직장,직장,지역,지역,지역
"시군구별(1)","보험료분위별(1)",소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계,소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계,소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계,소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계,소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계,소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계,소계,소계,소계,소계,소계,소계,근로자,근로자,근로자,공교,공교,공교,소계,소계,소계
"시군구별(1)","보험료분위별(1)",세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),가입자 (명),평균보험료 (원),적용인구 (명),세대수 (세대),평균보험료 (원),적용인구 (명)
"서울","6분위",424664,69274,868300,293654,69824,597437,278234,69826,570402,15420,69787,27035,131010,68042,270863,434933,72355,880747,303038,73458,611989,288567,73422,586933,14471,74177,25056,131895,69822,268758,446842,75540,867400,307234,75727,603570,293257,75690,580251,13977,76520,23319,139608,75126,263830,458585,78888,862575,316356,78494,603642,302575,78463,581008,13781,79183,22634,142229,79764,258933,461193,82073,844609,318819,81409,593774,304812,81397,571314,14007,81666,22460,142374,83562,250835,453057,1982374,787566,327529,2131416,581050,312079,2130752,557488,15450,2144859,23562,125528,1600113,206516,465660,86644,790359,335444,91413,576600,319232,91412,552349,16212,91440,24251,130216,74361,213759
"서울","7분위",444225,87812,967525,302262,86193,668042,274797,86172,613631,27465,86399,54411,141963,91259,299483,454003,91546,975147,309089,90712,677201,284311,90662,626111,24778,91282,51090,144914,93325,297946,450061,95024,945732,317051,93393,676588,292617,93346,628376,24434,93959,48212,133010,98911,269144,453456,98883,933184,323062,96595,674037,299390,96550,628476,23672,97172,45561,130394,104549,259147,458022,102248,914096,324789,99503,659650,300346,99443,614379,24443,100238,45271,133233,108939,254446,483363,2515328,915380,332697,2589145,642139,307190,2587881,597922,25507,2604055,44217,150666,2354285,273241,520003,107952,904134,341344,110379,639058,315226,110349,594487,26118,110736,44571,178659,103317,265076
"서울","8분위",469299,113724,1116978,320230,108948,786244,275044,108891,675121,45186,109294,111123,149069,123984,330734,473583,118765,1124367,325235,114924,798675,286111,114663,697178,39124,116834,101497,148348,127185,325692,475609,122777,1103016,329585,118127,789923,292471,117949,697871,37114,119523,92052,146024,133272,313093,480390,127614,1091833,334339,122309,782831,298173,122177,694508,36166,123399,88323,146051,139759,309002,492657,131540,1090905,341894,125771,780280,306416,125642,696304,35478,126888,83976,150763,144624,310625,513394,3255392,1085483,350861,3265974,763993,316328,3263150,686389,34533,3292036,77604,162533,3234267,321490,522868,137233,1067042,355825,138313,748859,320952,138173,672343,34873,139603,76516,167043,134932,318183
"서울","9분위",508246,152647,1390481,327761,146095,944155,256629,145786,721079,71132,147210,223076,180485,164545,446326,506309,158547,1379858,329665,153194,948409,260037,152643,728629,69628,155251,219780,176644,168538,431449,509158,163288,1358211,338024,156945,949262,270851,156419,741919,67173,159067,207343,171134,175815,408949,512163,169099,1338170,343862,162297,941395,278815,161796,745049,65047,164448,196346,168301,182996,396775,522279,174001,1330498,352588,166939,941704,289218,166401,755514,63370,169399,186190,169691,188675,388794,534902,4391730,1289902,361622,4327300,924840,298738,4310945,747077,62884,4403038,177763,173280,4517056,365062,555259,184643,1291648,373190,182527,920176,310945,181818,747824,62245,186066,172352,182069,188981,371472
"서울","10분위",621414,302278,1856755,395481,314586,1291651,340772,328919,1117507,54709,225309,174144,225933,280734,565104,622746,329242,1826916,400863,349931,1278400,347573,366182,1111336,53290,243937,167064,221883,291865,548516,617393,310713,1815369,406273,314930,1300815,348152,327656,1118956,58121,238704,181859,211120,302598,514554,624572,323553,1809885,416905,327971,1307983,357330,341186,1124578,59575,248707,183405,207667,314684,501902,638171,332932,1820505,428616,338442,1320953,367003,352439,1133640,61613,255065,187313,209555,321663,499552,657823,8570883,1807791,445020,8336765,1320415,384057,8646032,1140362,60963,6402961,180053,212803,8979105,487376,695815,378654,1862714,469172,376721,1355933,410132,390704,1185373,59040,279586,170560,226643,382655,506781
"인천","계",1249974,81109,2802203,828749,78861,1961096,772432,75757,1802918,56317,121435,158178,421225,85531,841107,1286493,84799,2837637,862481,83793,2003349,806640,80654,1845590,55841,129128,157759,424012,86845,834288,1312910,87232,2832118,897092,85312,2029763,840385,81955,1872122,56707,135063,157641,415818,91375,802355,1353801,91030,2857427,937658,88821,2066199,879953,85493,1909568,57705,139571,156631,416143,96008,791228,1395970,94328,2871309,971156,92177,2080328,912651,88771,1924641,58505,145299,155687,424814,99245,790981,1444115,990916,2870614,1007300,1035194,2081204,946998,986446,1928121,60302,1626503,153083,436815,932278,789410,1495927,102529,2888920,1039602,104762,2090161,977064,101473,1937580,62538,156149,152581,456325,97442,798759
"인천","1분위",108027,18637,181385,77659,23746,146640,77378,23738,146147,281,26059,493,30368,5572,34745,112415,19127,186761,82977,24026,152791,82778,24021,152434,199,25819,357,29438,5319,33970,115393,20481,185549,86731,25385,152339,86564,25381,152058,167,27255,281,28662,5644,33210,118778,21397,187062,90013,26363,153657,89826,26359,153370,187,28550,287,28765,5854,33405,121184,22033,187427,92816,27029,154125,92637,27021,153841,179,31090,284,28368,5686,33302,124715,236930,190957,94378,315829,152627,94185,315738,152338,193,299947,289,30337,71453,38330,125210,26169,188069,97576,31471,153082,97331,31465,152723,245,33869,359,27634,7446,34987
"인천","2분위",117923,26842,200825,82928,32736,157075,82502,32735,156358,426,33013,717,34995,12874,43750,123917,28052,207316,87460,34543,161943,87019,34539,161220,441,35366,723,36457,12479,45373,125304,30114,207105,90636,36661,163752,90345,36661,163265,291,36759,487,34668,12995,43353,130119,32299,211567,96272,38946,169436,95771,38941,168675,501,39868,761,33847,13393,42131,133146,33646,211419,98262,40953,168374,97725,40950,167589,537,41574,785,34884,13064,43045,135186,389373,214067,101928,512168,170456,101263,512154,169491,665,467649,965,33258,126138,43611,141056,42585,218682,105758,52509,172768,105041,52504,171722,717,53211,1046,35298,12851,45914
"인천","3분위",129284,33665,219064,87386,39724,163116,85955,39724,160863,1431,39752,2253,41898,21027,55948,134202,35010,225028,90873,41846,167764,89591,41845,165881,1282,41928,1883,43329,20674,57264,135971,36940,221489,93018,43702,165584,91793,43704,163763,1225,43573,1821,42953,22295,55905,141998,38960,226642,98230,45869,169836,97039,45866,168079,1191,46168,1757,43768,23454,56806,146655,40590,228617,101608,48144,170712,100311,48139,168843,1297,48536,1869,45047,23550,57905,151332,447366,234628,105917,581669,172638,104755,581653,170978,1162,531074,1660,45415,145908,61990,157532,45320,238865,108337,58942,172721,107054,58932,171043,1283,59714,1678,49195,15322,66144
"인천","4분위",136224,42041,249974,90872,47643,173745,88935,47643,170720,1937,47648,3025,45352,30817,76229,140317,43890,252143,95237,50029,177634,93324,50035,174458,1913,49749,3176,45080,30920,74509,142166,46222,246873,98742,52091,177818,97027,52088,175076,1715,52209,2742,43424,32877,69055,145554,48977,246968,102884,54643,180126,101218,54641,177624,1666,54750,2502,42670,35316,66842,150187,50773,249040,105560,57109,179944,103991,57109,177617,1569,57074,2327,44627,35787,69096,158466,515100,254678,108710,667788,179612,106836,667679,176977,1874,613439,2635,49756,227619,75066,166635,52690,260665,110563,66494,178340,107898,66483,174753,2665,66925,3587,56072,25471,82325
