"행정구역(시군구)별(1)",행정구역(시군구)별(2),2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019
"행정구역(시군구)별(1)",행정구역(시군구)별(2),급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액,급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액,급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액,급여총계,급여총계,과세대상근로소득(총급여),과세대상근로소득(총급여),과세표준,과세표준,결정세액,결정세액
"행정구역(시군구)별(1)",행정구역(시군구)별(2),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원),인원 (명),금액 (백만원)
"경기",소계,4748235,161196111,4731362,160255989,4133323,86015638,2700341,8218994,4903937,174931092,4884250,173994637,4313151,95140140,2934129,9478012,5134847,190301943,5116832,189301312,4568880,104853687,3178960,10682449,5358357,203302793,5338294,202281374,4800424,112256590,3429400,11387758
"경기",가평군,16238,470590,16125,468061,13926,233525,8602,18292,16876,501141,16755,498979,14366,252061,9317,19941,17531,541009,17413,538582,15207,276524,10191,23005,18537,585249,18403,582770,16190,301882,11232,24938
"경기",고양시,367263,13070191,366259,12974288,318129,7084722,206197,728075,374452,13845144,373243,13747805,327443,7619055,219924,808097,395682,15076188,394386,14974032,349550,8386809,241148,901992,412968,16057004,411674,15952594,367693,8946114,260149,957210
"경기",과천시,20845,1068165,20765,1061511,18492,674658,13718,97614,21272,1138903,21137,1131964,19006,729262,14401,109297,22175,1222864,22090,1216033,20052,788259,15394,119945,24757,1426949,24638,1419235,22417,929127,17688,144854
"경기",광명시,122242,4012753,121719,3989674,106611,2075210,68359,174054,122829,4230916,122265,4208258,107694,2237868,71783,199811,122905,4425886,122485,4403923,109073,2382547,74682,220345,120421,4544906,119938,4523196,108020,2485130,76316,237863
"경기",광주시,129079,3549316,128823,3530559,111586,1698874,68118,119027,139496,4073756,138842,4053752,122007,1999248,78519,145320,147657,4507524,147116,4483658,130856,2249827,86688,168484,155348,4901478,154704,4877284,138611,2473886,94711,186435
"경기",구리시,66227,2058061,65978,2046806,56659,1034875,34809,82752,69862,2285324,69613,2273560,60717,1172762,38696,98128,70754,2394160,70498,2383488,62234,1245472,41216,105923,72780,2547881,72567,2536566,64632,1341595,44437,117050
"경기",군포시,110738,3831803,110316,3810903,97250,2030081,64457,180660,110466,3962253,110056,3942720,97843,2129924,67164,194034,112605,4133620,112149,4112638,100724,2239379,69981,205772,115454,4302875,115068,4281940,103838,2335749,73712,213657
"경기",김포시,147731,4664810,146844,4621679,128763,2354626,83585,185000,162343,5410797,161399,5364457,142556,2785537,96565,229990,174572,6041122,173760,5990552,155017,3151586,107506,267672,191698,6882406,190841,6827048,172306,3622098,122313,311109
"경기",남양주시,209875,6143416,209273,6107400,178777,2991432,105691,227836,220273,6807236,219536,6770298,189823,3402470,118101,273457,235910,7612175,235230,7571623,205893,3870509,133666,319678,248027,8253413,247227,8212193,218989,4235971,147443,354679
"경기",동두천시,30938,753826,30852,748185,26213,333468,15067,15805,31416,804852,31310,800016,26868,367935,16632,18739,31749,850953,31595,845323,27573,398267,17945,21459,32209,896988,32035,891626,28200,427435,18957,24035
"경기",부천시,313823,9125937,312782,9065738,269982,4498832,167051,336587,317454,9680039,316214,9621747,276246,4858799,177835,374862,321404,10188085,320237,10127255,283310,5189614,187123,408803,325798,10659954,324619,10601549,289866,5485248,197833,437828
"경기",성남시,370967,15753539,370185,15664383,326142,9521567,223629,1329050,369392,16629729,368502,16541932,327889,10247946,232006,1503607,375782,17507154,374999,17418515,336872,10882670,241829,1627606,386583,18538439,385745,18448794,349187,11550190,257017,1731067
"경기",수원시,467882,17506569,466397,17427388,408693,9768212,276180,1006635,474241,18623591,472602,18544153,418955,10567892,293398,1139845,485357,19884010,483881,19800361,433398,11457992,309019,1282965,496446,20619713,494957,20537329,446262,11831641,326595,1295672
"경기",시흥시,169279,4666247,168191,4639514,146775,2216559,92298,129212,184930,5483020,183809,5455943,162042,2698435,107394,182538,201725,6212916,200579,6180276,179425,3067512,120827,193037,217213,6973752,215965,6939565,194313,3490704,134899,230011
"경기",안산시,265036,7502998,264023,7461456,228829,3659728,145128,242797,260155,7752638,259050,7716098,227089,3875734,150714,272336,265834,8218480,264826,8179444,234726,4169994,158929,299009,272667,8730999,271719,8691711,242577,4467898,168548,322655
"경기",안성시,68267,1943613,67936,1932462,59604,945743,38950,58019,69552,2079882,69311,2069924,61309,1041169,42402,67189,71877,2240982,71627,2230201,64323,1136922,45260,75312,75088,2403732,74551,2392536,67291,1228522,48508,83118
"경기",안양시,225305,8024541,224456,7978367,197112,4338303,132044,409291,224858,8354813,224076,8310010,198693,4585107,137158,448477,227127,8785462,226432,8739004,203544,4894700,142759,495535,225747,8979071,225103,8933463,203392,5036368,146554,515814
"경기",양주시,72927,1859838,72644,1847743,62362,844826,36990,46933,75420,2023709,74998,2012094,65285,944888,40942,55095,80798,2269416,80487,2256037,71023,1080017,46493,64151,86200,2524391,85886,2509595,76356,1218491,51919,74898
"경기",양평군,28880,934928,28745,929782,24774,495909,15429,51601,29678,1006632,29515,1001585,25661,541878,16691,58091,31069,1088785,30998,1083324,27429,592240,18639,64173,32497,1165650,32329,1159961,28687,638829,19971,70755
"경기",여주시,34505,948834,34258,944080,29813,458057,18392,31470,35202,1010290,34910,1005678,30754,496016,19980,34194,36361,1092877,36027,1087436,32102,548959,21700,39462,37666,1173776,37318,1168496,33607,597589,23504,43370
"경기",연천군,13010,368749,12939,366281,11315,174818,7581,9600,12952,386623,12866,384376,11434,187286,7843,11097,13127,406413,13066,404043,11641,200606,8410,12191,13959,433135,13626,430090,12288,215074,9028,13298
"경기",오산시,83651,2608863,83366,2596168,73072,1304397,46885,91471,87693,2893828,87328,2880396,77343,1485779,52388,111936,93031,3169262,92688,3154682,83016,1644532,56909,125881,98384,3407873,98039,3393367,88236,1771600,62366,134629
"경기",용인시,365198,15173098,363721,15080230,321103,8759968,222205,1038605,380135,16539462,378478,16446578,337788,9700479,241549,1188137,402982,18031827,401439,17934503,360949,10666231,262678,1331987,422411,19243442,420491,19145308,379469,11389259,282289,1427213
"경기",의왕시,58959,2133084,58748,2120702,51654,1167680,34197,117856,58695,2216488,58521,2204934,51956,1233263,35506,128998,63107,2485552,62936,2473277,56459,1403334,39700,150572,67117,2742592,66915,2728426,60483,1556294,43429,169982
"경기",의정부시,142889,3823591,142462,3802057,121455,1771908,71052,106073,148147,4157464,147634,4135971,127746,1970823,78276,123710,156515,4578220,156082,4554810,136565,2212512,87404,142407,164586,4981198,164038,4955699,144818,2436056,96442,161101
"경기",이천시,78681,2762050,78442,2747380,69626,1504120,47639,139405,81272,2879176,81045,2864975,72390,1558245,51396,135874,85396,3335778,85191,3320138,77229,1906286,56367,199088,90337,3696189,90064,3681619,82083,2154145,61803,238741
"경기",파주시,159980,5063093,159558,5035335,139969,2549318,90595,191522,169230,5586039,168677,5557633,149397,2862837,100675,221800,175196,6033820,174611,6002584,156499,3152464,108493,254790,181781,6263100,181026,6226763,163364,3224031,115385,248977
"경기",평택시,178867,5808863,178075,5774764,156292,2992305,105629,224454,186182,6356196,185301,6323962,164481,3337680,116280,258254,198102,7020414,197363,6985459,177190,3728619,127117,292602,211984,7667941,211275,7632884,190167,4083876,139682,323332
"경기",포천시,56660,1341513,56192,1330969,48374,614174,30018,32733,57172,1438393,56438,1428228,49216,682232,32759,39186,58189,1542114,57584,1530308,51087,748191,35597,43695,59835,1660586,59251,1648956,53221,821444,38040,48518
"경기",하남시,82942,2864584,82814,2846178,71939,1517799,46030,143980,91721,3348151,91559,3327979,80680,1806417,54183,176746,104862,3955036,104683,3932121,93386,2163129,63878,214683,117413,4527216,117128,4504521,105223,2495418,73972,251737
"경기",화성시,289351,11358646,288474,11305947,258032,6399945,183816,652585,320571,13424608,319260,13368629,288474,7761112,213652,849228,355466,15449838,354374,15387681,322528,9017982,241412,1010224,382446,16510895,381154,16446290,348638,9464925,264658,993213
"강원",소계,462579,14119844,461079,14012111,401229,6985557,256040,496449,469971,14981942,468065,14876865,410962,7552025,273959,558851,486840,16065127,484568,15957490,429854,8219109,299712,621035,504341,17144070,500939,17032439,448171,8841082,322179,682581
"강원",강릉시,63517,1890042,63255,1878289,54505,942436,33262,72841,63999,1986223,63814,1974576,55414,1007199,35820,79801,67392,2162889,67034,2150149,58835,1114395,40138,90030,69500,2295783,69138,2283387,61362,1185759,42788,95898
"강원",고성군,7598,204020,7575,202865,6466,96051,4203,5827,7810,224500,7793,223310,6755,109226,4552,7361,7838,232345,7814,231189,6787,115241,4840,7812,7632,238074,7608,237063,6803,120149,4975,8717
"강원",동해시,27265,890536,27223,879785,24087,443224,15718,30695,27245,925233,27195,914631,24207,468744,16484,34037,28035,987052,27976,976439,25139,508823,18094,38207,28990,1050923,28839,1040199,26046,548588,19209,42953
