,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,제공기관코드,제공기관명
0,3122,부평삼거리,S2801,인천지하철 1호선,일반역,-,-,37.478267,126.710494,인천교통공사,인천광역시 부평구 경인로 765,B551894,인천교통공사
1,3123,간석오거리,S2801,인천지하철 1호선,일반역,-,-,37.466921,126.707861,인천교통공사,인천광역시 남동구 경인로 674,B551894,인천교통공사
2,3124,인천시청,S2801,인천지하철 1호선,일반역,-,-,37.457615,126.702216,인천교통공사,인천광역시 남동구 예술로 264,B551894,인천교통공사
3,3125,예술회관,S2801,인천지하철 1호선,일반역,-,-,37.449334,126.700991,인천교통공사,인천광역시 남동구 예술로 172,B551894,인천교통공사
4,3126,인천터미널,S2801,인천지하철 1호선,일반역,-,-,37.441917,126.699727,인천교통공사,인천광역시 미추홀구 예술로 85,B551894,인천교통공사
5,3127,문학경기장,S2801,인천지하철 1호선,일반역,-,-,37.434964,126.698373,인천교통공사,인천광역시 연수구 예술로 2,B551894,인천교통공사
6,3128,선학,S2801,인천지하철 1호선,일반역,-,-,37.426985,126.698872,인천교통공사,인천광역시 연수구 경원대로 480,B551894,인천교통공사
7,3129,신연수,S2801,인천지하철 1호선,일반역,-,-,37.418032,126.693853,인천교통공사,인천광역시 연수구 경원대로 368,B551894,인천교통공사
8,3130,원인재,S2801,인천지하철 1호선,환승역,I2801+I2802,수인선,37.412364,126.687893,인천교통공사,인천광역시 연수구 경원대로 285,B551894,인천교통공사
9,3131,동춘,S2801,인천지하철 1호선,일반역,-,-,37.404676,126.680835,인천교통공사,인천광역시 연수구 경원대로 180,B551894,인천교통공사
10,3132,동막,S2801,인천지하철 1호선,일반역,-,-,37.398173,126.673561,인천교통공사,인천광역시 연수구 경원대로 80,B551894,인천교통공사
11,3133,캠퍼스타운,S2801,인천지하철 1호선,일반역,-,-,37.388209,126.661985,인천교통공사,인천광역시 연수구 송도국제대로 66,B551894,인천교통공사
12,3134,테크노파크,S2801,인천지하철 1호선,일반역,-,-,37.382311,126.656355,인천교통공사,인천광역시 연수구 송도국제대로 150,B551894,인천교통공사
13,3113,임학,S2801,인천지하철 1호선,일반역,-,-,37.545058,126.738642,인천교통공사,인천광역시 계양구 장제로 875,B551894,인천교통공사
14,3114,계산,S2801,인천지하철 1호선,일반역,-,-,37.543243,126.728436,인천교통공사,인천광역시 계양구 경명대로 1089,B551894,인천교통공사
15,3115,경인교대입구,S2801,인천지하철 1호선,일반역,-,-,37.538272,126.722603,인천교통공사,인천광역시 계양구 계양대로 162,B551894,인천교통공사
16,3116,작전,S2801,인천지하철 1호선,일반역,-,-,37.530271,126.722548,인천교통공사,인천광역시 계양구 게양대로 73,B551894,인천교통공사
17,3117,갈산,S2801,인천지하철 1호선,일반역,-,-,37.517124,126.721566,인천교통공사,인천광역시 부평구 부평대로 286,B551894,인천교통공사
18,3118,부평구청,S2801,인천지하철 1호선,환승역,I2801+S1107,7호선,37.508768,126.720547,인천교통공사,인천광역시 부평구 부평대로 189,B551894,인천교통공사
19,3119,부평시장,S2801,인천지하철 1호선,일반역,-,-,37.498495,126.722282,인천교통공사,인천광역시 부평구 부평대로 69,B551894,인천교통공사
20,3120,부평,S2801,인천지하철 1호선,환승역,I2801+I1101,1호선,37.490541,126.723437,인천교통공사,인천광역시 부평구 광장로 15,B551894,인천교통공사
21,3121,동수,S2801,인천지하철 1호선,일반역,-,-,37.485409,126.718464,인천교통공사,인천광역시 부평구 경인로 877,B551894,인천교통공사
22,201,장산역,S2602,부산도시철도 2호선,일반역,,,35.169914,129.176986,부산교통공사,부산광역시 해운대구 해운대로 지하 820,5380000,경상남도 양산시
23,0205,동대문역사문화공원,S1102,서울 도시철도 2호선,환승역,S1104+S1105,서울 도시철도 4호선+서울 도시철도 5호선,37.56500251,127.007394,서울교통공사,서울특별시 중구 을지로 지하 279 (을지로7가),B553766,서울교통공사
24,0206,신당,S1102,서울 도시철도 2호선,환승역,S1106,서울 도시철도 6호선,37.56582912,127.0181023,서울교통공사,서울특별시 중구 퇴계로 지하 431-1 (신당동),B553766,서울교통공사
25,0207,상왕십리,S1102,서울 도시철도 2호선,일반역,,,37.56417104,127.0293524,서울교통공사,서울특별시 성동구 왕십리로 지하 374 (하왕십리동),B553766,서울교통공사
26,0208,왕십리,S1102,서울 도시철도 2호선,환승역,S1105+I4105+I4107,서울 도시철도 5호선+분당선+경의중앙선,37.56152516,127.0375076,서울교통공사,서울특별시 성동구 왕십리로 지하300(행당동),B553766,서울교통공사
27,0209,한양대,S1102,서울 도시철도 2호선,일반역,,,37.55522179,127.0434917,서울교통공사,서울특별시 성동구 왕십리로 206 (행당동),B553766,서울교통공사
28,0210,뚝섬,S1102,서울 도시철도 2호선,일반역,,,37.54712239,127.0473648,서울교통공사,서울특별시 성동구 아차산로 18 (성수동1가),B553766,서울교통공사
29,0211,성수,S1102,서울 도시철도 2호선,일반역,,,37.5444338,127.0559893,서울교통공사,서울특별시 성동구 아차산로 100 (성수동2가),B553766,서울교통공사
30,0212,건대입구,S1102,서울 도시철도 2호선,환승역,S1107,서울 도시철도 7호선,37.54060889,127.0700628,서울교통공사,서울특별시 광진구 아차산로 243 (화양동),B553766,서울교통공사
31,0213,구의,S1102,서울 도시철도 2호선,일반역,,,37.53691864,127.0857297,서울교통공사,서울특별시 광진구 아차산로 384-1 (구의동),B553766,서울교통공사
32,0214,강변,S1102,서울 도시철도 2호선,일반역,,,37.53487706,127.0946944,서울교통공사,서울특별시 광진구 강변역로 53 (구의동),B553766,서울교통공사
33,0215,잠실나루,S1102,서울 도시철도 2호선,일반역,,,37.52054808,127.1036977,서울교통공사,서울특별시 송파구 오금로 20 (신천동),B553766,서울교통공사
34,0216,잠실,S1102,서울 도시철도 2호선,환승역,S1108,서울 도시철도 8호선,37.51376934,127.1021882,서울교통공사,서울특별시 송파구 올림픽로 지하 265 (잠실동),B553766,서울교통공사
35,242,정평,S2702,대구 도시철도 2호선,일반역,,,35.8340843,128.7264743,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하60(정평동),B552109,대구도시철도공사
36,243,임당,S2702,대구 도시철도 2호선,일반역,,,35.8343906,128.7408599,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하170(중방동),B552109,대구도시철도공사
37,244,영남대,S2702,대구 도시철도 2호선,일반역,,,35.8363683,128.7507913,대구광역시 대구도시철도공사,경상북도 경산시 대학로 지하270(대동),B552109,대구도시철도공사
38,312,칠곡경대병원,S2703,대구 도시철도 3호선,일반역,,,35.9583939,128.5599142,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 386(동호동),B552109,대구도시철도공사
39,313,학 정,S2703,대구 도시철도 3호선,일반역,,,35.951577,128.5591956,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 310(학정동),B552109,대구도시철도공사
40,314,팔 거,S2703,대구 도시철도 3호선,일반역,,,35.944126,128.5583539,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 226(동천동),B552109,대구도시철도공사
41,315,동 천,S2703,대구 도시철도 3호선,일반역,,,35.9377071,128.5566602,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 147(동천동),B552109,대구도시철도공사
42,316,칠곡운암,S2703,대구 도시철도 3호선,일반역,,,35.9314868,128.5545711,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 79(구암동),B552109,대구도시철도공사
43,317,구 암,S2703,대구 도시철도 3호선,일반역,,,35.9257608,128.5504075,대구광역시 대구도시철도공사,대구광역시 북구 팔거천동로 1(구암동),B552109,대구도시철도공사
44,318,태 전,S2703,대구 도시철도 3호선,일반역,,,35.9197078,128.5474952,대구광역시 대구도시철도공사,대구광역시 북구 칠곡중앙대로 262(태전동),B552109,대구도시철도공사
45,319,매 천,S2703,대구 도시철도 3호선,일반역,,,35.9127328,128.5433793,대구광역시 대구도시철도공사,대구광역시 북구 학정로 6(매천동),B552109,대구도시철도공사
46,320,매천시장,S2703,대구 도시철도 3호선,일반역,,,35.9044626,128.5457614,대구광역시 대구도시철도공사,대구광역시 북구 매천로 18길 39(매천동),B552109,대구도시철도공사
47,321,팔 달,S2703,대구 도시철도 3호선,일반역,,,35.8978498,128.5467575,대구광역시 대구도시철도공사,대구광역시 북구 매천로2길 43(팔달동),B552109,대구도시철도공사
48,322,공 단,S2703,대구 도시철도 3호선,일반역,,,35.8919855,128.5536204,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 28(비산동),B552109,대구도시철도공사
49,323,만 평,S2703,대구 도시철도 3호선,일반역,,,35.8898678,128.561021,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 105(노원동3가),B552109,대구도시철도공사
50,324,팔달시장,S2703,대구 도시철도 3호선,일반역,,,35.8888598,128.567844,대구광역시 대구도시철도공사,대구광역시 북구 팔달로 163-1(노원동3가),B552109,대구도시철도공사
51,414,안평역,S2604,부산도시철도 4호선,일반역,,,35.237363,129.171823,부산교통공사,부산광역시 기장군 철마면 반송로 1101,B551542,부산교통공사
52,413,고촌역,S2604,부산도시철도 4호선,일반역,,,35.236031,129.160443699,부산교통공사,부산광역시 기장군 철마면 반송로 991,B551542,부산교통공사
53,412,동부산대학역,S2604,부산도시철도 4호선,일반역,,,35.232506,129.154024,부산교통공사,부산광역시 해운대구 반송로 917,B551542,부산교통공사
54,411,영산대역,S2604,부산도시철도 4호선,일반역,,,35.225777,129.146149,부산교통공사,부산광역시 해운대구 반송로 803,B551542,부산교통공사
55,410,석대역,S2604,부산도시철도 4호선,일반역,,,35.218111615,129.137179,부산교통공사,부산광역시 해운대구 석대천로 121,B551542,부산교통공사
56,409,반여농산물시장역,S2604,부산도시철도 4호선,일반역,,,35.217779,129.124061,부산교통공사,부산광역시 해운대구 반송로 550,B551542,부산교통공사
57,408,금사역,S2604,부산도시철도 4호선,일반역,,,35.215829,129.115153,부산교통공사,부산광역시 금정구 반송로 지하 465,B551542,부산교통공사
58,407,서동역,S2604,부산도시철도 4호선,일반역,,,35.213333,129.107683,부산교통공사,부산광역시 금정구 반송로 지하 387,B551542,부산교통공사
59,406,명장역,S2604,부산도시철도 4호선,일반역,,,35.205143,129.101517,부산교통공사,부산광역시 동래구 반송로 지하 281,B551542,부산교통공사
60,405,충렬사역,S2604,부산도시철도 4호선,일반역,,,35.199859,129.097636,부산교통공사,부산광역시 동래구 반송로 지하 205,B551542,부산교통공사
61,404,낙민역,S2604,부산도시철도 4호선,일반역,,,35.200254,129.090774,부산교통공사,부산광역시 동래구 충렬대로 지하 285,B551542,부산교통공사
62,403,수안역,S2604,부산도시철도 4호선,일반역,,,35.201828,129.083806,부산교통공사,부산광역시 동래구 충렬대로 지하 223,B551542,부산교통공사
63,402,동래역(4호선),S2604,부산도시철도 4호선,환승역,S2604+S2601,부산도시철도 4호선+부산도시철도 1호선,35.204834,129.077082,부산교통공사,부산광역시 동래구 충렬대로 지하 147,B551542,부산교통공사
64,401,미남역(4호선),S2604,부산도시철도 4호선,환승역,S2604+S2603,부산도시철도 4호선+부산도시철도 3호선,35.207116,129.069172,부산교통공사,부산광역시 동래구 아시아드대로 지하 232,B551542,부산교통공사
65,317,대저역,S2603,부산도시철도 3호선,일반역,,,35.213386,128.961048803,부산교통공사,부산광역시 강서구 낙동북로 295,B551542,부산교통공사
66,316,체육공원역,S2603,부산도시철도 3호선,일반역,,,35.212577,128.9696515,부산교통공사,부산광역시 강서구 낙동북로 371,B551542,부산교통공사
67,315,강서구청역,S2603,부산도시철도 3호선,일반역,,,35.211247,128.981756,부산교통공사,부산광역시 강서구 낙동북로 485,B551542,부산교통공사
68,314,구포역,S2603,부산도시철도 3호선,일반역,,,35.206697,128.996366,부산교통공사,부산광역시 북구 낙동대로 1697,B551542,부산교통공사
69,313,덕천역(3호선),S2603,부산도시철도 3호선,환승역,S2603+S2602,부산도시철도 3호선+부산도시철도 2호선,35.210215,129.005671,부산교통공사,부산광역시 북구 금곡대로 지하 14,B551542,부산교통공사
70,312,숙등역,S2603,부산도시철도 3호선,일반역,,,35.21197,129.012749,부산교통공사,부산광역시 북구 만덕대로 지하 79,B551542,부산교통공사
71,311,남산정역,S2603,부산도시철도 3호선,일반역,,,35.21334,129.023928,부산교통공사,부산광역시 북구 만덕대로 지하 179,B551542,부산교통공사
72,310,만덕역,S2603,부산도시철도 3호선,일반역,,,35.213,129.036527,부산교통공사,부산광역시 북구 만덕대로 지하 291,B551542,부산교통공사
73,309,미남역(3호선),S2603,부산도시철도 3호선,환승역,S2603+S2604,부산도시철도 3호선+부산도시철도 4호선,35.205503,129.068061,부산교통공사,부산광역시 동래구 아시아드대로 지하 232,B551542,부산교통공사
74,308,사직역,S2603,부산도시철도 3호선,일반역,,,35.198998,129.064996,부산교통공사,부산광역시 동래구 아시아드대로 지하 153,B551542,부산교통공사
75,307,종합운동장역,S2603,부산도시철도 3호선,일반역,,,35.19125,129.067504,부산교통공사,부산광역시 연제구 아시아드대로 지하 73,B551542,부산교통공사
76,306,거제역,S2603,부산도시철도 3호선,일반역,,,35.188589,129.073941,부산교통공사,부산광역시 연제구 월드컵대로 지하 209,B551542,부산교통공사
77,305,연산역(3호선),S2603,부산도시철도 3호선,환승역,S2603+S2601,부산도시철도 3호선+부산도시철도 1호선,35.186173,129.081526,부산교통공사,부산광역시 연제구 중앙대로 지하 1101,B551542,부산교통공사
78,304,물만골역,S2603,부산도시철도 3호선,일반역,,,35.176808,129.085748,부산교통공사,부산광역시 연제구 월드컵대로 지하 23,B551542,부산교통공사
79,303,배산역,S2603,부산도시철도 3호선,일반역,,,35.173504,129.095498,부산교통공사,부산광역시 연제구 연수로 지하 229,B551542,부산교통공사
80,302,망미역,S2603,부산도시철도 3호선,일반역,,,35.171528,129.108225,부산교통공사,부산광역시 수영구 연수로 지하 337,B551542,부산교통공사
81,301,수영역(3호선),S2603,부산도시철도 3호선,환승역,S2603+S2602,부산도시철도 3호선+부산도시철도 2호선,35.167753,129.11459,부산교통공사,부산광역시 수영구 수영로 지하 677,B551542,부산교통공사
82,243,양산역,S4802,부산도시철도 2호선,일반역,,,35.3387277341,129.026391,부산교통공사,경상남도 양산시 강변로 441,B551542,부산교통공사
83,242,남양산역,S4802,부산도시철도 2호선,일반역,,,35.325359,129.019457,부산교통공사,경상남도 양산시 동면 메기로 380,B551542,부산교통공사
84,241,부산대양산캠퍼스역,S4802,부산도시철도 2호선,일반역,,,35.316955,129.013940831,부산교통공사,경상남도 양산시 물금읍 메기로 270,B551542,부산교통공사
85,240,증산역,S4802,부산도시철도 2호선,일반역,,,35.308302,129.010246,부산교통공사,경상남도 양산시 물금읍 메기로 168,B551542,부산교통공사
86,239,호포역,S4802,부산도시철도 2호선,일반역,,,35.280406,129.017097,부산교통공사,경상남도 양산시 동면 양산대로 62,B551542,부산교통공사
87,238,금곡역,S2602,부산도시철도 2호선,일반역,,,35.267248,129.016905425,부산교통공사,부산광역시 북구 금곡대로 685,B551542,부산교통공사
88,237,동원역,S2602,부산도시철도 2호선,일반역,,,35.258656,129.012392,부산교통공사,부산광역시 북구 금곡대로 575,B551542,부산교통공사
89,236,율리역,S2602,부산도시철도 2호선,일반역,,,35.246714,129.012918,부산교통공사,부산광역시 북구 금곡대로 지하 440,B551542,부산교통공사
90,235,화명역,S2602,부산도시철도 2호선,일반역,,,35.236278,129.013918,부산교통공사,부산광역시 북구 금곡대로 지하 311,B551542,부산교통공사
91,234,수정역,S2602,부산도시철도 2호선,일반역,,,35.223356,129.009198,부산교통공사,부산광역시 북구 금곡대로 지하 160,B551542,부산교통공사
92,233,덕천역(2호선),S2602,부산도시철도 2호선,환승역,S2602+S2603,부산도시철도 2호선+부산도시철도 3호선,35.210219,129.005673,부산교통공사,부산광역시 북구 금곡대로 지하 14,B551542,부산교통공사
93,232,구명역,S2602,부산도시철도 2호선,일반역,,,35.20252,128.999322,부산교통공사,부산광역시 북구 백양대로 지하 1094,B551542,부산교통공사
94,231,구남역,S2602,부산도시철도 2호선,일반역,,,35.196804,128.994928,부산교통공사,부산광역시 북구 백양대로 지하 1026,B551542,부산교통공사
95,230,모라역,S2602,부산도시철도 2호선,일반역,,,35.189663,128.988655,부산교통공사,부산광역시 사상구 사상로 지하 498,B551542,부산교통공사
96,229,모덕역,S2602,부산도시철도 2호선,일반역,,,35.180366,128.985621,부산교통공사,부산광역시 사상구 사상로 지하 409,B551542,부산교통공사
97,228,덕포역,S2602,부산도시철도 2호선,일반역,,,35.173754,128.983955,부산교통공사,부산광역시 사상구 사상로 지하 320-1,B551542,부산교통공사
98,227,사상역,S2602,부산도시철도 2호선,환승역,S2602+L4801,부산도시철도 2호선+김해경전철,35.162361,128.984621,부산교통공사,부산광역시 사상구 사상로 지하 203,B551542,부산교통공사
99,226,감전역,S2602,부산도시철도 2호선,일반역,,,35.155528,128.991146,부산교통공사,부산광역시 사상구 사상로 지하 93-1,B551542,부산교통공사
100,225,주례역,S2602,부산도시철도 2호선,일반역,,,35.150508,129.003077,부산교통공사,부산광역시 사상구 가야대로 지하 292,B551542,부산교통공사
101,224,냉정역,S2602,부산도시철도 2호선,일반역,,,35.151254,129.012255,부산교통공사,부산광역시 사상구 가야대로 지하 362-1,B551542,부산교통공사
102,223,개금역,S2602,부산도시철도 2호선,일반역,,,35.153284,129.020533,부산교통공사,부산광역시 부산진구 가야대로 지하 442,B551542,부산교통공사
103,222,동의대역,S2602,부산도시철도 2호선,일반역,,,35.153986,129.03275,부산교통공사,부산광역시 부산진구 가야대로 지하 554,B551542,부산교통공사
104,221,가야역,S2602,부산도시철도 2호선,일반역,,,35.155883,129.042817,부산교통공사,부산광역시 부산진구 가야대로 지하 650,B551542,부산교통공사
105,220,부암역,S2602,부산도시철도 2호선,일반역,,,35.157444,129.050185,부산교통공사,부산광역시 부산진구 가야대로 지하 719,B551542,부산교통공사
106,219,서면역(2호선),S2602,부산도시철도 2호선,환승역,S2602+S2601,부산도시철도 2호선+부산도시철도 1호선,35.15774,129.059084,부산교통공사,부산광역시 부산진구 중앙대로 지하 730,B551542,부산교통공사
107,218,전포역,S2602,부산도시철도 2호선,일반역,,,35.153102,129.065374,부산교통공사,부산광역시 부산진구 전포대로 지하 181,B551542,부산교통공사
108,217,국제금융센터부산은행역,S2602,부산도시철도 2호선,일반역,,,35.145817,129.066755,부산교통공사,부산광역시 남구 전포대로 지하 97,B551542,부산교통공사
109,216,문현역,S2602,부산도시철도 2호선,일반역,,,35.139151,129.067399,부산교통공사,부산광역시 남구 전포대로 지하 17,B551542,부산교통공사
110,215,지게골역,S2602,부산도시철도 2호선,일반역,,,35.135574,129.074365,부산교통공사,부산광역시 남구 수영로 지하 70,B551542,부산교통공사
111,214,못골역,S2602,부산도시철도 2호선,일반역,,,35.134731,129.084415,부산교통공사,부산광역시 남구 수영로 지하 170,B551542,부산교통공사
112,213,대연역,S2602,부산도시철도 2호선,일반역,,,35.135153,129.092161,부산교통공사,부산광역시 남구 수영로 지하 242,B551542,부산교통공사
113,212,경성대부경대역,S2602,부산도시철도 2호선,일반역,,,35.137585,129.100548,부산교통공사,부산광역시 남구 수영로 지하 324,B551542,부산교통공사
114,211,남천역,S2602,부산도시철도 2호선,일반역,,,35.142139,129.107978,부산교통공사,부산광역시 수영구 수영로 지하 410,B551542,부산교통공사
115,210,금련산역,S2602,부산도시철도 2호선,일반역,,,35.149771,129.110961,부산교통공사,부산광역시 수영구 수영로 지하 482,B551542,부산교통공사
116,209,광안역,S2602,부산도시철도 2호선,일반역,,,35.157916,129.113168,부산교통공사,부산광역시 수영구 수영로 지하 576,B551542,부산교통공사
117,208,수영역,S2602,부산도시철도 2호선,환승역,S2602+S2603,부산도시철도 2호선+부산도시철도 3호선,35.165227,129.114713,부산교통공사,부산광역시 수영구 수영로 지하 677,B551542,부산교통공사
118,207,민락역,S2602,부산도시철도 2호선,일반역,,,35.167228,129.121909,부산교통공사,부산광역시 수영구 수영로 지하 769,B551542,부산교통공사
119,206,센텀시티역,S2602,부산도시철도 2호선,일반역,,,35.168827,129.131745,부산교통공사,부산광역시 해운대구 센텀남대로 지하 76,B551542,부산교통공사
120,205,시립미술관역,S2602,부산도시철도 2호선,일반역,,,35.168844,129.138933,부산교통공사,부산광역시 해운대구 해운대로 지하 396,B551542,부산교통공사
121,204,동백역,S2602,부산도시철도 2호선,일반역,,,35.161484,129.147897,부산교통공사,부산광역시 해운대구 해운대로 지하 522,B551542,부산교통공사
122,203,해운대역,S2602,부산도시철도 2호선,일반역,,,35.163672,129.158908,부산교통공사,부산광역시 해운대구 해운대로 지하 626,B551542,부산교통공사
123,2020,중동역,S2602,부산도시철도 2호선,일반역,,,35.1667,129.168604,부산교통공사,부산광역시 해운대구 해운대로 지하 730,B551542,부산교통공사
124,201,장산역,S2602,부산도시철도 2호선,일반역,,,35.169914,129.176986,부산교통공사,부산광역시 해운대구 해운대로 지하 820,B551542,부산교통공사
125,134,노포역,S2601,부산도시철도 1호선,일반역,,,35.2846865668,129.094967,부산교통공사,부산광역시 금정구 중앙대로 2238,B551542,부산교통공사
126,133,범어사역,S2601,부산도시철도 1호선,일반역,,,35.273105,129.092679,부산교통공사,부산광역시 금정구 중앙대로 지하 2107,B551542,부산교통공사
127,132,남산역,S2601,부산도시철도 1호선,일반역,,,35.265404,129.092496,부산교통공사,부산광역시 금정구 중앙대로 지하 2019-1,B551542,부산교통공사
128,131,두실역,S2601,부산도시철도 1호선,일반역,,,35.256959,129.091386,부산교통공사,부산광역시 금정구 중앙대로 지하 1927-1,B551542,부산교통공사
129,130,구서역,S2601,부산도시철도 1호선,일반역,,,35.247407,129.091327,부산교통공사,부산광역시 금정구 금정로 233번길 46,B551542,부산교통공사
130,129,장전역,S2601,부산도시철도 1호선,일반역,,,35.2380909507,129.088111,부산교통공사,부산광역시 금정구 장전온천천로 144,B551542,부산교통공사
131,128,부산대역,S2601,부산도시철도 1호선,일반역,,,35.229609,129.089358,부산교통공사,부산광역시 금정구 장전온천천로 48,B551542,부산교통공사
132,127,온천장역,S2601,부산도시철도 1호선,일반역,,,35.220249,129.086437,부산교통공사,부산광역시 동래구 중앙대로 1520,B551542,부산교통공사
133,126,명륜역,S2601,부산도시철도 1호선,일반역,,,35.212551,129.079659,부산교통공사,부산광역시 동래구 중앙대로 1414,B551542,부산교통공사
134,125,동래역,S2601,부산도시철도 1호선,일반역,,,35.205641,129.078506,부산교통공사,부산광역시 동래구 중앙대로 1324,B551542,부산교통공사
135,124,교대역,S2601,부산도시철도 1호선,일반역,,,35.19605,129.080035,부산교통공사,부산광역시 연제구 중앙대로 지하 1217,B551542,부산교통공사
136,123,연산역,S2601,부산도시철도 1호선,환승역,S2601+S2603,부산도시철도 1호선+부산도시철도 3호선,35.186168,129.081534,부산교통공사,부산광역시 연제구 중앙대로 지하 1101,B551542,부산교통공사
137,122,시청역,S2601,부산도시철도 1호선,일반역,,,35.179837,129.076642,부산교통공사,부산광역시 연제구 중앙대로 지하 1017,B551542,부산교통공사
138,121,양정역,S2601,부산도시철도 1호선,일반역,,,35.173122,129.071366,부산교통공사,부산광역시 부산진구 중앙대로 지하 930,B551542,부산교통공사
139,120,부전역,S2601,부산도시철도 1호선,일반역,,,35.162587,129.062952,부산교통공사,부산광역시 부산진구 중앙대로 지하 786,B551542,부산교통공사
140,119,서면역(1호선),S2601,부산도시철도 1호선,환승역,S2601+S2602,부산도시철도 1호선+부산도시철도 2호선,35.158282,129.059556,부산교통공사,부산광역시 부산진구 중앙대로 지하 730,B551542,부산교통공사
141,118,범내골역,S2601,부산도시철도 1호선,일반역,,,35.1474,129.059261,부산교통공사,부산광역시 부산진구 중앙대로 지하 612,B551542,부산교통공사
142,117,범일역,S2601,부산도시철도 1호선,일반역,,,35.140952,129.059352,부산교통공사,부산광역시 동구 범일로 지하 108,B551542,부산교통공사
143,116,좌천역,S2601,부산도시철도 1호선,일반역,,,35.134361,129.054455,부산교통공사,부산광역시 동구 중앙대로 지하 446,B551542,부산교통공사
144,115,부산진역,S2601,부산도시철도 1호선,일반역,,,35.127787,129.047894,부산교통공사,부산광역시 동구 중앙대로 지하 350,B551542,부산교통공사
145,114,초량역,S2601,부산도시철도 1호선,일반역,,,35.121168,129.043039,부산교통공사,부산광역시 동구 중앙대로 지하 264,B551542,부산교통공사
146,325,원 대,S2703,대구 도시철도 3호선,일반역,,,35.8878671,128.5742706,대구광역시 대구도시철도공사,대구광역시 서구 팔달로 224-2(원대동3가),B552109,대구도시철도공사
147,326,북구청,S2703,대구 도시철도 3호선,일반역,,,35.8838928,128.5814795,대구광역시 대구도시철도공사,대구광역시 서구 원대로 71(원대동2가),B552109,대구도시철도공사
148,327,달성공원,S2703,대구 도시철도 3호선,일반역,,,35.875779,128.5820904,대구광역시 대구도시철도공사,대구광역시 중구 달성로 116(수창동),B552109,대구도시철도공사
149,328,서문시장,S2703,대구 도시철도 3호선,일반역,,,35.8697503,128.5822416,대구광역시 대구도시철도공사,대구광역시 중구 달성로 50(대신동),B552109,대구도시철도공사
150,329,청라언덕,S2703,대구 도시철도 3호선,환승역,S2703+S2702,대구 도시철도 3호선 + 대구 도시철도 2호선,35.8642709,128.5823466,대구광역시 대구도시철도공사,대구광역시 중구 남산로 80(남산동),B552109,대구도시철도공사
151,330,남 산,S2703,대구 도시철도 3호선,일반역,,,35.8566997,128.5833577,대구광역시 대구도시철도공사,대구광역시 중구 남산로 2(남산동),B552109,대구도시철도공사
152,331,명 덕,S2703,대구 도시철도 3호선,환승역,S2703+S2701,대구 도시철도 3호선 + 대구 도시철도 1호선,35.8569753,128.5900125,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 186(대명동),B552109,대구도시철도공사
153,332,건들바위,S2703,대구 도시철도 3호선,일반역,,,35.8554168,128.599626,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 260(이천동),B552109,대구도시철도공사
154,333,대봉교,S2703,대구 도시철도 3호선,일반역,,,35.8550055,128.6063579,대구광역시 대구도시철도공사,대구광역시 남구 명덕로 330(이천동),B552109,대구도시철도공사
155,334,수성시장,S2703,대구 도시철도 3호선,일반역,,,35.8543308,128.6160342,대구광역시 대구도시철도공사,대구광역시 수성구 명덕로 420(수성동2가),B552109,대구도시철도공사
156,335,수성구민운동장,S2703,대구 도시철도 3호선,일반역,,,35.852561,128.6250845,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 248(범어동),B552109,대구도시철도공사
157,336,어린이회관,S2703,대구 도시철도 3호선,일반역,,,35.8452121,128.6244688,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 166(황금동),B552109,대구도시철도공사
158,337,황 금,S2703,대구 도시철도 3호선,일반역,,,35.8391104,128.6239718,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 100(두산동),B552109,대구도시철도공사
159,338,수성못,S2703,대구 도시철도 3호선,일반역,,,35.8313624,128.6231984,대구광역시 대구도시철도공사,대구광역시 수성구 동대구로 14(지산동),B552109,대구도시철도공사
160,339,지 산,S2703,대구 도시철도 3호선,일반역,,,35.8251707,128.631909,대구광역시 대구도시철도공사,대구광역시 수성구 지범로 100(지산동),B552109,대구도시철도공사
161,340,범 물,S2703,대구 도시철도 3호선,일반역,,,35.8208443,128.6400962,대구광역시 대구도시철도공사,대구광역시 수성구 지범로 194(범물동),B552109,대구도시철도공사
162,341,용 지,S2703,대구 도시철도 3호선,일반역,,,35.8182735,128.6465169,대구광역시 대구도시철도공사,대구광역시 수성구 범안로 83(범물동),B552109,대구도시철도공사
163,113,부산역,S2601,부산도시철도 1호선,일반역,,,35.115224,129.0397,부산교통공사,부산광역시 동구 중앙대로 지하 200,B551542,부산교통공사
164,112,중앙역,S2601,부산도시철도 1호선,일반역,,,35.103837,129.036371,부산교통공사,부산광역시 중구 중앙대로 지하 83,B551542,부산교통공사
