,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,제공기관코드,제공기관명
233,319,강매역,k0203,경의중앙선,일반역,,,37.612596,126.845437,한국철도공사,경기도 고양시 덕양구 행신동 108-5,B551457,한국철도공사
234,320,행신역,k0203,경의중앙선,일반역,,,37.612125,126.834063,한국철도공사,경기도 고양시 덕양구 행신동 충경로 124번지(행신2동 812),B551457,한국철도공사
235,321,능곡역,k0203,경의중앙선,일반역,,,37.618741,126.820845,한국철도공사,경기도 고양시 덕양구 토당로 35(토당동 454-3),B551457,한국철도공사
236,323,곡산역,k0203,경의중앙선,일반역,,,37.645729,126.801877,한국철도공사,경기도 고양시 일산동구 경의로 160(백석동),B551457,한국철도공사
237,324,백마역,k0203,경의중앙선,일반역,,,37.658346,126.794401,한국철도공사,경기도 고양시 일산동구 경의로 318(풍동 482-8),B551457,한국철도공사
238,325,풍산역,k0203,경의중앙선,일반역,,,37.672173,126.786355,한국철도공사,경기도 고양시 일산동구 경의로 486(풍동),B551457,한국철도공사
239,326,일산역,k0203,경의중앙선,일반역,,,37.682231,126.769521,한국철도공사,경기도 고양시 일산서구 경의로 672,B551457,한국철도공사
240,327,탄현역,k0203,경의중앙선,일반역,,,37.694114,126.761075,한국철도공사,경기도 고양시 일산서구 경의로 856(덕이동),B551457,한국철도공사
241,328,야당역,k0203,경의중앙선,일반역,,,37.712749,126.761535,한국철도공사,경기도 파주시 야당동 836번지,B551457,한국철도공사
242,116,왕십리역,k0205,경의중앙선,환승역,k0205+k0304,경의중앙/분당/2/5,37.561128,127.035505,한국철도공사,서울시 성동구 왕십리 광장로 17(행당동),B551457,한국철도공사
243,117,청량리역,k0205,경의중앙선,환승역,k0205+k0210,경원/경춘/1,37.580543,127.046516,한국철도공사,서울시 동대문구 왕산로 214,B551457,한국철도공사
244,123,회기역,k0205,경원선,환승역,k0205+k0210,경의중앙/경춘/1,37.589802,127.057936,한국철도공사,서울시 동대문구 회기로196(휘경동 317-101),B551457,한국철도공사
245,122,외대앞역,k0205,경원선,일반역,,,37.596157,127.063572,한국철도공사,서울시 동대문구 휘경로 27(이문동 360-5),B551457,한국철도공사
246,121,신이문역,k0205,경원선,일반역,,,37.601829,127.067347,한국철도공사,서울시 동대문구 한천로 472(이문로 7),B551457,한국철도공사
247,120,석계역,k0205,경원선,환승역,,경원/6,37.615206,127.065594,한국철도공사,서울시 노원구 화랑로 314(월계동 36-4),B551457,한국철도공사
248,119,광운대역,k0205,경원선,환승역,,경춘/1,37.623635,127.061975,한국철도공사,서울시 노원구 석계로 98-2(광운대역),B551457,한국철도공사
249,118,월계역,k0205,경원선,일반역,,,37.633114,127.058835,한국철도공사,서울시 노원구 월계로 53길 40(월계2동 261),B551457,한국철도공사
250,117,녹천역,k0205,경원선,일반역,,,37.644599,127.051406,한국철도공사,서울시 도봉구 덕릉로 376(창동),B551457,한국철도공사
251,116,창동역,k0205,경원선,환승역,,경원/4,37.653181,127.047663,한국철도공사,서울시 도봉구 마들로 11길 77(창1동 135-86),B551457,한국철도공사
252,115,방학역,k0205,경원선,일반역,,,37.667471,127.044295,한국철도공사,서울시 도봉구 도봉로 150다길 3,B551457,한국철도공사
253,114,도봉역,k0205,경원선,일반역,,,37.679441,127.045521,한국철도공사,서울시 도봉구 도봉로 170길 2,B551457,한국철도공사
254,113,도봉산역,k0205,경원선,환승역,,경원/7,37.689603,127.046347,한국철도공사,서울시 도봉구 도봉로 964-33,B551457,한국철도공사
255,112,망월사역,k0205,경원선,일반역,,,37.710499,127.047361,한국철도공사,경기도 의정부시 회룡로 111(호원동),B551457,한국철도공사
256,111,회룡역,k0205,경원선,환승역,,경원/경전철,37.724037,127.047319,한국철도공사,경기도 의정부시 평화로 363,B551457,한국철도공사
257,110,의정부역,k0205,경원선,일반역,,,37.73873,127.045891,한국철도공사,경기도 의정부시 평화로 525,B551457,한국철도공사
258,109,가능역,k0205,경원선,일반역,,,37.748362,127.044251,한국철도공사,경기도 의정부시 평화로 633,B551457,한국철도공사
259,108,녹양역,k0205,경원선,일반역,,,37.759416,127.042272,한국철도공사,경기도 의정부시 평화로 757(녹양동 973),B551457,한국철도공사
260,107,양주역,k0205,경원선,일반역,,,37.774281,127.044719,한국철도공사,경기도 양주시 평화로 919(남방동 94-1),B551457,한국철도공사
261,106,덕계역,k0205,경원선,일반역,,,37.818761,127.056676,한국철도공사,경기도 양주시 고덕로 139번길 317번지,B551457,한국철도공사
262,105,덕정역,k0205,경원선,일반역,,,37.843216,127.061511,한국철도공사,경기도 양주시 화합로 1356,B551457,한국철도공사
263,104,지행역,k0205,경원선,일반역,,,37.892361,127.055734,한국철도공사,경기도 동두천시 평화로 2285(지행동),B551457,한국철도공사
264,103,동두천중앙역,k0205,경원선,일반역,,,37.901818,127.056528,한국철도공사,경기도 동두천시 동두천로 228(생연동 682),B551457,한국철도공사
265,102,보산역,k0205,경원선,일반역,,,37.914268,127.057134,한국철도공사,경기도 동두천시 평화로 2539(보산동),B551457,한국철도공사
266,101,동두천역,k0205,경원선,일반역,,,37.927569,127.054825,한국철도공사,경기도 동두천시 평화로 2687(동두천동 245-210),B551457,한국철도공사
267,100,소요산역,k0205,경원선,일반역,,,37.948608,127.061007,한국철도공사,경기도 동두천시 평화로 2925(상봉암동 126),B551457,한국철도공사
268,119,중랑역,k0212,경의중앙선,환승역,k0212+k0210,경의중앙/경춘,37.594948,127.076152,한국철도공사,서울특별시 중랑구 중화동 321-37,B551457,한국철도공사
269,120,상봉역,k0212,경의중앙선,환승역,k0212+k0210,경의중앙/경춘/7,37.595254,127.085853,한국철도공사,서울시 중랑구 망우로 297(상봉1동 100-9번지),B551457,한국철도공사
270,121,망우역,k0212,경의중앙선,환승역,k0212+k0210,경의중앙/경춘,37.599288,127.092318,한국철도공사,서울시 중랑구 망우로 55길 11-10,B551457,한국철도공사
271,122,양원역,k0212,경의중앙선,일반역,,,36.963209,129.091131,한국철도공사,서울시 중랑구 송림길 147(망우동),B551457,한국철도공사
272,138,지평역,k0212,경의중앙선,일반역,,,37.476496,127.629681,한국철도공사,경기도 양평군 지평면 지평역길 32,B551457,한국철도공사
273,123,구리역,k0212,경의중앙선,일반역,,,37.503178,126.882037,한국철도공사,경기도 구리시 건원대로 34번길 32-29(인창동 244-2),B551457,한국철도공사
274,124,도농역,k0212,경의중앙선,일반역,,,37.608756,127.161105,한국철도공사,경기도 남양주시 경춘로 433(도농동 56-1),B551457,한국철도공사
275,125,양정역,k0212,경의중앙선,일반역,,,37.604269,127.194602,한국철도공사,경기도 남양주시 경강로 237(이패동 398-32),B551457,한국철도공사
276,126,덕소역,k0212,경의중앙선,일반역,,,37.586892,127.208835,한국철도공사,경기도 남양주시 와부읍 덕서로 56(덕소리 590-17),B551457,한국철도공사
277,127,도심역,k0212,경의중앙선,일반역,,,37.579628,127.222798,한국철도공사,경기도 남양주시 와부읍 덕소로 237(도곡리 1024-2),B551457,한국철도공사
278,128,팔당역,k0212,경의중앙선,일반역,,,37.547321,127.243896,한국철도공사,경기도 남양주시 와부읍 팔당로 107번길,B551457,한국철도공사
279,129,운길산역,k0212,경의중앙선,일반역,,,37.554659,127.310089,한국철도공사,경기도 남양주시 조안면 진중리 255-1,B551457,한국철도공사
280,130,양수역,k0212,경의중앙선,일반역,,,37.545998,127.328948,한국철도공사,경기도 양평군 양서면 목왕로 55-10,B551457,한국철도공사
281,131,신원역,k0212,경의중앙선,일반역,,,37.525921,127.372745,한국철도공사,경기도 양평군 양서면 신원역길 5-3,B551457,한국철도공사
282,132,국수역,k0212,경의중앙선,일반역,,,37.516171,127.399402,한국철도공사,경기도 양평군 양서면 국수역길 45,B551457,한국철도공사
283,133,아신역,k0212,경의중앙선,일반역,,,37.513954,127.443238,한국철도공사,경기도 양평군 옥천면 아신역길 1길 23-3,B551457,한국철도공사
284,134,오빈역,k0212,경의중앙선,일반역,,,37.506061,127.474053,한국철도공사,경기도 양평군 양평읍 덕바위길 29번길,B551457,한국철도공사
285,135,양평역,k0212,경의중앙선,일반역,,,37.492674,127.491858,한국철도공사,경기도 양평군 양평읍 양근리 137,B551457,한국철도공사
286,136,원덕역,k0212,경의중앙선,일반역,,,37.468585,127.547468,한국철도공사,경기도 양평군 양평읍 원덕흑천길 136,B551457,한국철도공사
287,137,용문역,k0212,경의중앙선,일반역,,,37.482085,127.594251,한국철도공사,경기도 양평군 용문면 용문역길 18,B551457,한국철도공사
288,211,서울숲역,k0304,분당선,일반역,,,37.543647,127.044686,한국철도공사,서울시 성동구 왕십리로 지하 77,B551457,한국철도공사
289,212,압구정로데오역,k0304,분당선,일반역,,,37.527385,127.040555,한국철도공사,서울시 강남구 압구정동 495(강남구 압구정로 지하 402),B551457,한국철도공사
290,213,강남구청역,k0304,분당선,환승역,,분당/7,37.517172,127.041275,한국철도공사,서울시 강남구 학동로 지하 364,B551457,한국철도공사
291,214,선정릉역,k0304,분당선,환승역,,분당/9,37.510275,127.043817,한국철도공사,서울시 강남구 선릉로 지하 580(삼성동),B551457,한국철도공사
292,215,선릉역,k0304,분당선,환승역,,분당/2,37.504479,127.048941,한국철도공사,서울시 강남구 테헤란로 지하 340,B551457,한국철도공사
293,216,한티역,k0304,분당선,일반역,,,37.496208,127.052883,한국철도공사,서울시 강남구 선릉로 지하 228,B551457,한국철도공사
294,217,도곡역,k0304,분당선,환승역,k0304+k0218,분당/3,37.490914,127.055393,한국철도공사,서울시 강남구 남부순환로 지하 2814,B551457,한국철도공사
295,218,구룡역,k0304,분당선,일반역,,,37.486985,127.059496,한국철도공사,서울시 강남구 개포동 175번지,B551457,한국철도공사
296,219,개포동역,k0304,분당선,일반역,,,37.489112,127.066027,한국철도공사,서울시 강남구 개포동 지하 420(개포동),B551457,한국철도공사
297,220,대모산입구역,k0304,분당선,일반역,,,37.491347,127.072702,한국철도공사,서울시 강남구 일원동 611번지,B551457,한국철도공사
298,221,수서역,k0304,분당선,환승역,k0304+k0218,분당/3,37.487633,127.101118,한국철도공사,서울시 강남구 광평로 지하 270(수서동),B551457,한국철도공사
299,222,복정역,k0304,분당선,환승역,k0304+k0218,분당/8,37.469753,127.126627,한국철도공사,경기도 성남시 수정구 복정로 4,B551457,한국철도공사
300,223,가천대역,k0304,분당선,일반역,,,37.448784,127.126677,한국철도공사,경기도 성남시 수정구 태평1동 5113-9,B551457,한국철도공사
301,224,태평역,k0304,분당선,일반역,,,37.439842,127.127746,한국철도공사,경기도 성남시 수정구 성남대로 지하 1229번지,B551457,한국철도공사
302,225,모란역,k0304,분당선,환승역,k0304+k0218,분당/8,37.432124,127.129064,한국철도공사,경기도 성남시 중원구 성남대로 지하 1147(성남동 1575),B551457,한국철도공사
303,226,야탑역,k0304,분당선,일반역,,,37.41132,127.128661,한국철도공사,경기도 성남시 성남대로 지하 903(야탑동 688-1),B551457,한국철도공사
304,227,이매역,k0304,분당선,환승역,k0304+k0218,분당/경강,37.395846,127.128272,한국철도공사,경기도 성남시 성남대로 지하 738,B551457,한국철도공사
305,228,서현역,k0304,분당선,일반역,,,37.384931,127.123249,한국철도공사,경기도 성남시 분당구 성남대로 지하 601,B551457,한국철도공사
306,229,수내역,k0304,분당선,일반역,,,37.378435,127.114216,한국철도공사,경기도 성남시 분당구 성남대로 지하 491(수내동),B551457,한국철도공사
307,230,정자역,k0304,분당선,환승역,,분당/신분당,37.366037,127.108091,한국철도공사,경기도 성남시 분당구 성남대로 지하 333(정자동),B551457,한국철도공사
308,231,미금역,k0304,분당선,일반역,,,37.350078,127.108952,한국철도공사,경기도 성남시 수정구 성남대로 지하 156,B551457,한국철도공사
309,232,오리역,k0304,분당선,일반역,,,37.339832,127.108985,한국철도공사,경기도 성남시 분당구 성남대로 지하 55(구미동 795),B551457,한국철도공사
310,233,죽전역,k0304,분당선,일반역,,,37.324575,127.107385,한국철도공사,경기도 용인시 수지구 포은대로 536(죽전동 1014),B551457,한국철도공사
311,234,보정역,k0304,분당선,일반역,,,37.31274,127.108219,한국철도공사,경기도 용인시 수지구 포은대로 536(죽전동 1014),B551457,한국철도공사
312,235,구성역,k0304,분당선,일반역,,,37.299013,127.105664,한국철도공사,경기도 용인시 기흥구 용구대로 2403,B551457,한국철도공사
313,236,신갈역,k0304,분당선,일반역,,,37.286127,127.111311,한국철도공사,경기도 용인시 기흥구 기흥로 136,B551457,한국철도공사
314,237,기흥역,k0304,분당선,환승역,k0304+k0218,분당/경전철,37.275657,127.115944,한국철도공사,경기도 용인시 중부대로 460,B551457,한국철도공사
315,238,상갈역,k0304,분당선,일반역,,,37.261797,127.108718,한국철도공사,경기도 용인시 기흥구 금화로 지하 40,B551457,한국철도공사
316,239,청명역,k0304,분당선,일반역,,,37.259485,127.078945,한국철도공사,경기도 수원시 영통구 봉영로 지하 1670,B551457,한국철도공사
317,240,영통역,k0304,분당선,일반역,,,37.251521,127.071341,한국철도공사,경기도 수원시 영통구 봉영로 지하 1560,B551457,한국철도공사
318,241,망포역,k0304,분당선,일반역,,,37.245793,127.057367,한국철도공사,경기도 수원시 영통구 봉영로 지하 1520,B551457,한국철도공사
319,242,매탄권선역,k0304,분당선,일반역,,,37.252458,127.040824,한국철도공사,경기도 수원시 권선구 권선동 1308번지,B551457,한국철도공사
320,243,수원시청역,k0304,분당선,일반역,,,37.261941,127.030736,한국철도공사,경기도 수원시 권선구 권선동 1122,B551457,한국철도공사
321,244,매교역,k0304,분당선,일반역,,,37.265502,127.015657,한국철도공사,경기도 수원시 팔달구 매교동 173-22,B551457,한국철도공사
322,122,신내역,k0210,경춘선,일반역,,,37.612855,127.103277,한국철도공사,서울시 중랑구 망우동 320,B551457,한국철도공사
323,123,갈매역,k0210,경춘선,일반역,,,37.634135,127.114803,한국철도공사,경기도 구리시 갈매동 경춘북로 229(갈매동 502-18),B551457,한국철도공사
324,124,별내역,k0210,경춘선,일반역,,,37.642221,127.127208,한국철도공사,경기도 남양주시 별내동 182-5,B551457,한국철도공사
325,125,퇴계원역,k0210,경춘선,일반역,,,37.648316,127.143858,한국철도공사,경기도 남양주시 퇴계원면 경춘북로 545(퇴계원리 218-8),B551457,한국철도공사
326,126,사릉역,k0210,경춘선,일반역,,,37.651145,127.176839,한국철도공사,경기도 남양주시 진건읍 진건우회로 72-8(사능리 590-2),B551457,한국철도공사
327,127,금곡역,k0210,경춘선,일반역,,,37.637414,127.207931,한국철도공사,경기도 남양주시 경춘로 903(금곡동 404-276),B551457,한국철도공사
328,128,평내호평역,k0210,경춘선,일반역,,,37.653229,127.244452,한국철도공사,경기도 남양주시 경춘로 1375(평내동 156),B551457,한국철도공사
329,129,천마산역,k0210,경춘선,일반역,,,37.658995,127.285731,한국철도공사,경기도 남양주시 화도읍 묵현리 320-25,B551457,한국철도공사
330,130,마석역,k0210,경춘선,일반역,,,37.652328,127.311713,한국철도공사,경기도 남양주시 화도읍 마석중앙로 83-14(마석우리 222-2),B551457,한국철도공사
331,131,대성리역,k0210,경춘선,일반역,,,37.683909,127.379165,한국철도공사,경기도 가평군 청평면 경춘로 88(대성리 393),B551457,한국철도공사
332,132,청평역,k0210,경춘선,일반역,,,37.735484,127.426541,한국철도공사,경기도 가평군 청평면 청평역로 97-33(청평리 125-1),B551457,한국철도공사
333,133,상천역,k0210,경춘선,일반역,,,37.770405,127.4542,한국철도공사,경기도 가평군 청평면 상천역로 29(상천리 1261),B551457,한국철도공사
334,134,가평역,k0210,경춘선,일반역,,,37.814515,127.510693,한국철도공사,경기도 가평군 가평읍 문화로 13-42(달전리 567),B551457,한국철도공사
335,135,굴봉산역,k0210,경춘선,일반역,,,37.832086,127.557732,한국철도공사,강원도 춘천시 남산면 서백길 192(백양리 588-30),B551457,한국철도공사
336,136,백양리역,k0210,경춘선,일반역,,,37.830881,127.589085,한국철도공사,강원도 춘천시 남산면 북한강변길 690(강촌리 680-7),B551457,한국철도공사
337,137,강촌역,k0210,경춘선,일반역,,,37.805728,127.634054,한국철도공사,강원도 춘춘시 남산면 강촌로 150(방곡리 409),B551457,한국철도공사
338,138,김유정역,k0210,경춘선,일반역,,,37.818475,127.714302,한국철도공사,강원도 춘천시 신동면 김유정로 1435(신동면 증리 859-3),B551457,한국철도공사
339,139,남춘천역,k0210,경춘선,일반역,,,37.864071,127.723761,한국철도공사,강원도 춘천시 영서로 2260(퇴계동 633-2),B551457,한국철도공사
340,140,춘천역,k0210,경춘선,일반역,,,37.884391,127.716603,한국철도공사,강원도 춘천시 평화로 1(근화동 190),B551457,한국철도공사
341,410,판교역,k0218,경강선,환승역,k0304+k0218,경강/신분당,37.394798,127.111135,한국철도공사,경기도 성남시 분당구 백현동 19-2,B551457,한국철도공사
342,412,삼동역,k0218,경강선,일반역,,,37.408731,127.203447,한국철도공사,경기도 광주시 중대동 304,B551457,한국철도공사
343,413,경기광주역,k0218,경강선,일반역,,,37.398974,127.253201,한국철도공사,경기도 광주시 역동 176-13,B551457,한국철도공사
344,414,초월역,k0218,경강선,일반역,,,37.373389,127.299996,한국철도공사,경기도 광주시 초월읍 쌍동리 213-15,B551457,한국철도공사
345,415,곤지암역,k0218,경강선,일반역,,,37.350525,127.346186,한국철도공사,경기도 광주시 곤지암읍 곤지암리 353-1,B551457,한국철도공사
346,416,신둔도예촌역,k0218,경강선,일반역,,,37.315499,127.405251,한국철도공사,경기도 이천시 신둔면 남정리 375-4,B551457,한국철도공사
347,155,수원역,k0201,경부선,환승역,k0304+k0201,경부/분당,37.266162,126.999821,한국철도공사,경기도 수원시 팔달구 덕영대로 924,B551457,한국철도공사
348,156,세류역,k0201,경부선,일반역,,,37.244102,127.013772,한국철도공사,경기도 수원시 권선구 정조로 387,B551457,한국철도공사
349,157,병점역,k0201,경부선,환승역,k0201+k0201,경부/서동탄,37.206821,127.033268,한국철도공사,경기도 화성시 떡전골로 97,B551457,한국철도공사
350,157,서동탄역,k0201,경부선,일반역,,,37.195675,127.051893,한국철도공사,경기도 오산시 외삼미로 15번길 75-60,B551457,한국철도공사
351,158,세마역,k0201,경부선,일반역,,,37.187288,127.043279,한국철도공사,경기도 오산시 세마역로 88,B551457,한국철도공사
352,159,오산대역,k0201,경부선,일반역,,,37.169401,127.063081,한국철도공사,경기도 오산시 청학로 236,B551457,한국철도공사
353,160,오산역,k0201,경부선,일반역,,,37.145472,127.066708,한국철도공사,경기도 오산시 오산동 역광장로 59,B551457,한국철도공사
354,161,진위역,k0201,경부선,일반역,,,37.109771,127.062342,한국철도공사,경기도 평택시 경기대로 1855,B551457,한국철도공사
355,162,송탄역,k0201,경부선,일반역,,,37.075376,127.054397,한국철도공사,경기도 평택시 신장동 송탄공원로 43,B551457,한국철도공사
356,164,지제역,k0201,경부선,일반역,,,37.018822,127.070269,한국철도공사,경기도 평택시 경기대로 777,B551457,한국철도공사
357,163,서정리역,k0201,경부선,일반역,,,37.056459,127.052844,한국철도공사,경기도 평택시 탄현로 51,B551457,한국철도공사
358,165,평택역,k0201,경부선,일반역,,,36.990559,127.085496,한국철도공사,경기도 평택시 평택로 51,B551457,한국철도공사
359,142,구일역,k0301,경인선,일반역,,,37.496273,126.869599,한국철도공사,서울시 구로구 구일로 133,B551457,한국철도공사
360,143,개봉역,k0301,경인선,일반역,,,37.494698,126.858504,한국철도공사,서울시 구로구 경인로 40길 47,B551457,한국철도공사
361,144,오류동역,k0301,경인선,일반역,,,37.4944,126.844551,한국철도공사,서울시 구로구 경인로 20길 13,B551457,한국철도공사
362,145,온수역,k0301,경인선,환승역,,경인/7,37.492267,126.823399,한국철도공사,서울시 구로구 부일로 872,B551457,한국철도공사
363,146,역곡역,k0301,경인선,일반역,,,37.48514,126.811622,한국철도공사,경기도 부천시 원미구 역곡로 1(역곡동),B551457,한국철도공사
364,147,소사역,k0301,경인선,일반역,,,37.482755,126.795654,한국철도공사,경기도 부천시 소사구 경인로 363,B551457,한국철도공사
365,148,부천역,k0301,경인선,일반역,,,37.484066,126.782779,한국철도공사,경기도 부천시 소사구 부천로 1,B551457,한국철도공사
366,149,중동역,k0301,경인선,일반역,,,37.486664,126.764474,한국철도공사,경기도 부천시 소사구 중동로 73,B551457,한국철도공사
367,150,송내역,k0301,경인선,일반역,,,37.487626,126.753045,한국철도공사,경기도 부천시 소사구 송내대로 43,B551457,한국철도공사
368,151,부개역,k0301,경인선,일반역,,,37.488479,126.740549,한국철도공사,인천시 부평구 수변로 22,B551457,한국철도공사
369,152,부평역,k0301,경인선,환승역,,경인/인천1,37.489457,126.724584,한국철도공사,인천시 부평구 광장로 16,B551457,한국철도공사
370,153,백운역,k0301,경인선,일반역,,,37.483301,126.707179,한국철도공사,인천시 부평구 마장로 55번길 14,B551457,한국철도공사
371,154,동암역,k0301,경인선,일반역,,,37.470835,126.703016,한국철도공사,인천시 부평구 동암광장로 10,B551457,한국철도공사
372,155,간석역,k0301,경인선,일반역,,,37.464689,126.693408,한국철도공사,인천시 남동구 석정로 522-14,B551457,한국철도공사
373,156,주안역,k0301,경인선,환승역,,경인/인천2,37.465041,126.680702,한국철도공사,인천시 남구 주안로 95-19,B551457,한국철도공사
374,157,도화역,k0301,경인선,일반역,,,37.466154,126.66846,한국철도공사,인천시 남구 숙골로 24번길 9,B551457,한국철도공사
375,148,명학역,k0201,경부선,일반역,,,37.384435,126.935579,한국철도공사,경기도 안양시 만안구 만안로 20,B551457,한국철도공사
376,158,제물포역,k0301,경인선,일반역,,,37.466809,126.657165,한국철도공사,인천시 남구 경인로 129,B551457,한국철도공사
377,159,도원역,k0301,경인선,일반역,,,37.468604,126.642824,한국철도공사,인천시 동구 참외전로 245,B551457,한국철도공사
378,160,동인천역,k0301,경인선,일반역,,,37.475414,126.632598,한국철도공사,인천시 중구 참외전로 119,B551457,한국철도공사
379,161,인천역,k0301,경인선,환승역,k0301+k2015,경인/수인,37.476364,126.616936,한국철도공사,인천시 중구 제물량로 269,B551457,한국철도공사
380,435,선바위역,k0303,과천선,일반역,,,37.451854,127.002164,한국철도공사,경기도 과천시 중앙로 440,B551457,한국철도공사
381,436,경마공원역,k0303,과천선,일반역,,,37.443987,127.007899,한국철도공사,경기도 과천시 경마공원대로 105,B551457,한국철도공사
382,437,대공원역,k0303,과천선,일반역,,,37.435724,127.006474,한국철도공사,경기도 과천시 대공원로 50,B551457,한국철도공사
383,438,과천역,k0303,과천선,일반역,,,37.433205,126.996404,한국철도공사,경기도 과천시 별양로 지하 177,B551457,한국철도공사
384,439,정부과천청사역,k0303,과천선,일반역,,,37.426445,126.989802,한국철도공사,경기도 과천시 중앙로 지하 100,B551457,한국철도공사
385,417,이천역,k0218,경강선,일반역,,,37.264222,127.442135,한국철도공사,경기도 이천시 율현동 435,B551457,한국철도공사
386,3112,박촌,S2801,인천지하철 1호선,일반역,-,-,37.553525,126.744946,인천교통공사,인천광역시 계양구 장제로 992,B551894,인천교통공사
387,418,부발역,k0218,경강선,일반역,,,37.260411,127.490303,한국철도공사,경기도 이천시 부발읍 아미리 505-7,B551457,한국철도공사
388,419,세종대왕릉역,k0218,경강선,일반역,,,37.293636,127.570764,한국철도공사,경기도 여주시 능서면 신지리 275,B551457,한국철도공사
389,420,여주역,k0218,경강선,일반역,,,37.282881,127.628571,한국철도공사,경기도 여주시 교동 403-1,B551457,한국철도공사
390,166,성환역,k0201,경부선,일반역,,,36.915781,127.127007,한국철도공사,충남 천안시 서북구 성환읍 성롼1로 237-5(성환리 449-128),B551457,한국철도공사
391,167,직산역,k0201,경부선,일반역,,,36.870921,127.143774,한국철도공사,충남 천안시 서북구 직산읍 천안대로 1471-33,B551457,한국철도공사
392,168,두정역,k0201,경부선,일반역,,,36.833791,127.148905,한국철도공사,충남 천안시 서북구 두정로 289(두정동 84-1),B551457,한국철도공사
393,169,천안역,k0201,경부선,일반역,,,36.810238,127.146417,한국철도공사,충남 천안시 동남구 대흥로 239(대흥동 57-1),B551457,한국철도공사
394,170,봉명역,k0208,장항선,일반역,,,36.801578,127.136319,한국철도공사,충남 천안시 동남구 차돌로 51(봉명동 20-2),B551457,한국철도공사
395,171,쌍용(나사렛대)역,k0208,장항선,일반역,,,36.793745,127.121363,한국철도공사,충청남도 천안시 서북구 쌍용2동 426-3,B551457,한국철도공사
396,172,아산역,k0208,장항선,일반역,,,36.792195,127.105049,한국철도공사,충남 아산시 배방읍 희망로 90(장재리 325-3),B551457,한국철도공사
397,174,배방역,k0208,장항선,일반역,,,36.777541,127.052751,한국철도공사,충남 아산시 배방읍 온천대로 1967,B551457,한국철도공사
398,176,온양온천역,k0208,장항선,일반역,,,36.780419,127.003707,한국철도공사,충남 아산시 온천대로 1496(온천동 56-9),B551457,한국철도공사
399,177,신창(순천향대)역,k0208,장항선,일반역,,,36.769213,126.950129,한국철도공사,충남 아산시 신창면 행목로 50,B551457,한국철도공사
400,410,부전역,k0211,동해선,일반역,,,35.164668,129.06011,한국철도공사,부산광역시 부산진구 부전동 280-76,B551457,한국철도공사
401,411,거제해맞이역,k0211,동해선,환승역,,부산지하철3호선,35.182197,129.069315,한국철도공사,부산광역시 연제구 거제동 619-1,B551457,한국철도공사
402,412,거제역,k0211,동해선,일반역,,,35.188587,129.073904,한국철도공사,부산광역시 연제구 거제동 619-1,B551457,한국철도공사
403,413,교대역,k0211,동해선,환승역,,부산지하철1호선,37.492975,127.013814,한국철도공사,부산광역시 연제구 거제동 42-3,B551457,한국철도공사
404,414,동래역,k0211,동해선,일반역,,,35.205614,129.078502,한국철도공사,부산광역시 동래구 낙민동 130-4,B551457,한국철도공사
405,415,안락역,k0211,동해선,일반역,,,35.195907,129.101062,한국철도공사,부산광역시 동래구 안락동 201-2,B551457,한국철도공사
406,417,재송역,k0211,동해선,일반역,,,35.189,129.120919,한국철도공사,부산광역시 해운대구 재송동 933-1,B551457,한국철도공사
407,418,센텀역,k0211,동해선,일반역,,,35.168921,129.131659,한국철도공사,부산광역시 해운대구 우동 1215-32,B551457,한국철도공사
408,419,벡스코역,k0211,동해선,환승역,,부산지하철2호선,35.16899,129.13868,한국철도공사,부산광역시 해운대구 우동 1111-2,B551457,한국철도공사
409,420,신해운대역,k0211,동해선,일반역,,,35.181832,129.176696,한국철도공사,부산광역시 해운대구 좌동 138-4,B551457,한국철도공사
410,421,송정역,k0211,동해선,일반역,,,35.137559,126.791535,한국철도공사,부산광역시 해운대구 송정동 299-2,B551457,한국철도공사
411,422,오시리아역,k0211,동해선,일반역,,,35.196256,129.208291,한국철도공사,부산광역시 기장군 기장읍 당사리 261,B551457,한국철도공사
412,423,기장역,k0211,동해선,일반역,,,35.243027,129.218551,한국철도공사,부산광역시 기장군 기장읍 청강리 25-16,B551457,한국철도공사
413,424,일광역,k0211,동해선,일반역,,,35.265565,129.233307,한국철도공사,부산광역시 기장군 일광면 이천리 750-4,B551457,한국철도공사
414,144,광명역,k0201,고속선,일반역,,,37.415995,126.884523,한국철도공사,경기도 광명시 광명역로 21,B551457,한국철도공사
415,145,석수역,k0201,경부선,일반역,,,37.435161,126.902233,한국철도공사,경기도 안양시 만안구 경수대로 1431,B551457,한국철도공사
416,146,관악역,k0201,경부선,일반역,,,37.419578,126.908476,한국철도공사,경기도 안양시 만안구 경수대로 1273번길 46,B551457,한국철도공사
417,147,안양역,k0201,경부선,일반역,,,37.401929,126.922647,한국철도공사,경기도 안양시 만안구 만안로 232,B551457,한국철도공사
418,329,운정역,k0203,경의중앙선,일반역,,,37.725441,126.767076,한국철도공사,경기도 파주시 운정역길 368(야당동 299-4번지),B551457,한국철도공사
419,330,금릉역,k0203,경의중앙선,일반역,,,37.751295,126.765401,한국철도공사,경기도 파주시 금촌동 금릉로 129,B551457,한국철도공사
420,331,금촌역,k0203,경의중앙선,일반역,,,37.766106,126.774515,한국철도공사,경기도 파주시 새꽃로 193,B551457,한국철도공사
