,사업장명,업태구분명,영업장주변구분명,주소,시도코드,시군구코드,법정동코드
0,아리랑나이트,고고(디스코)클럽,미분류,강원도 강릉시,32,32030,4215000000
1,소야노래공원,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
2,하나노래궁,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
3,팡팡,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
4,아우라,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
5,여의주노래팡,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
6,스타노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
7,대박노래성,기타,학교정화(상대),강원도 강릉시,32,32030,4215000000
8,연꽃노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
9,신나노래짱,기타,미분류,강원도 강릉시,32,32030,4215000000
10,씨저스노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
11,삼백(300),룸살롱,미분류,강원도 강릉시,32,32030,4215000000
12,스캔들,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
13,로마노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
14,쎄시봉라이브,룸살롱,기타,강원도 강릉시,32,32030,4215000000
15,판도라,룸살롱,기타,강원도 강릉시,32,32030,4215000000
16,춘향이,룸살롱,기타,강원도 강릉시,32,32030,4215000000
17,빨주노초노래타운,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
18,고래노래궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
19,조아조아노래클럽,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
20,쟝글,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
21,아라비안,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
22,필노래궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
23,싸이버노래타운,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
24,금반,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
25,엔젤클럽,간이주점,미분류,강원도 강릉시,32,32030,4215000000
26,1%노래공원,룸살롱,기타,강원도 강릉시,32,32030,4215000000
27,은하노래클럽,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
28,싸인노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
29,래미안,카바레,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
30,테크노노래공원,기타,기타,강원도 강릉시,32,32030,4215000000
31,불씨노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
32,아라,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
33,미시촌노래궁,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
34,올레,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
35,황진이노래공원,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
36,샤인노래공원,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
37,고려노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
38,오아시스,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
39,두리,룸살롱,기타,강원도 강릉시,32,32030,4215000000
40,매창,기타,미분류,강원도 강릉시,32,32030,4215000000
41,항구노래타운,기타,기타,강원도 강릉시,32,32030,4215000000
42,아테나비지니스클럽,기타,미분류,강원도 강릉시,32,32030,4215000000
43,바하노래궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
44,코러스노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
45,별천지,비어(바)살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
46,카니발,비어(바)살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
47,명작,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
48,밀레니엄,카바레,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
49,퀸즈,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
50,뻑가,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
51,환타,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
52,태하,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
53,하이크라스노래궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
54,케이팝노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
55,해송주점,기타,기타,강원도 강릉시,32,32030,4215000000
56,황금노래궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
57,오작교,간이주점,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
58,하와이,룸살롱,기타,강원도 강릉시,32,32030,4215000000
59,후궁노래클럽,룸살롱,기타,강원도 강릉시,32,32030,4215000000
60,뻘노래궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
61,매미노래밤,룸살롱,기타,강원도 강릉시,32,32030,4215000000
62,준코뮤직타운강릉교동1호점,기타,미분류,강원도 강릉시,32,32030,4215000000
63,소리질러,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
64,워커힐노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
65,별밤라이브,기타,기타,강원도 강릉시,32,32030,4215000000
66,신세계노래공원,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
67,레인보우,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
68,초콜릿노래궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
69,비치노래타운,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
70,오빠가요주점,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
71,다인,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
72,금노래타운,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
73,찐찐노래클럽,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
74,뉴비치노래타운,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
75,루체,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
76,노래클럽소리새,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
77,다인,룸살롱,기타,강원도 강릉시,32,32030,4215000000
78,예궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
79,뉴오아시스,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
80,아싸(술파는노래밤),룸살롱,기타,강원도 강릉시,32,32030,4215000000
81,상해노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
82,거북선,간이주점,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
83,선우,비어(바)살롱,기타,강원도 강릉시,32,32030,4215000000
84,오감,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
85,예쁜여우노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
86,유정노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
87,킹노래크럽,룸살롱,기타,강원도 강릉시,32,32030,4215000000
88,은하수생맥주,간이주점,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
89,팬노래공원,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
90,명월,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
91,천사소주클럽,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
92,루팡,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
93,준코뮤직타운강릉교동2호점,기타,미분류,강원도 강릉시,32,32030,4215000000
94,C.E.O(씨이오),룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
95,솔향뮤직노래타운,노래클럽,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
96,아지트,기타,미분류,강원도 강릉시,32,32030,4215000000
97,나이트마켓(주문진점),고고(디스코)클럽,기타,강원도 강릉시,32,32030,4215000000
98,찬스노래타운,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
99,다솔,룸살롱,기타,강원도 강릉시,32,32030,4215000000
100,빨간앵두,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
101,체리노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
102,대가,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
103,작은콘서트,기타,기타,강원도 강릉시,32,32030,4215000000
104,판코리아,노래클럽,기타,강원도 강릉시,32,32030,4215000000
105,조이,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
106,땡삐노래밤,카바레,기타,강원도 강릉시,32,32030,4215000000
107,뮤즈노래클럽,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
108,루나,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
109,허세노래궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
110,19술파는노래밤,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
111,킹덤,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
112,나이트마켓,기타,학교정화(상대),강원도 강릉시,32,32030,4215000000
113,아이스타클럽,스텐드바,기타,강원도 강릉시,32,32030,4215000000
114,대동라이브,노래클럽,기타,강원도 강릉시,32,32030,4215000000
115,라카이 유흥주점,기타,기타,강원도 강릉시,32,32030,4215000000
116,젤라,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
117,키샤,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
118,짱,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
119,못난이노래세상,비어(바)살롱,미분류,강원도 강릉시,32,32030,4215000000
120,동부노래마을,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
121,새벽감성,간이주점,미분류,강원도 강릉시,32,32030,4215000000
122,뉴잉카노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
123,오레,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
124,부영노래클럽,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
125,도미노,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
126,프랜드노래공원,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
127,소천노래궁,기타,미분류,강원도 강릉시,32,32030,4215000000
128,볼보노래세상,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
129,연예인,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
130,텐프로비지니스클럽,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
131,핑클,간이주점,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
132,아모르노래샘,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
133,시크릿,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
134,딩동댕노래장,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
135,택시,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
136,아리랑,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
137,투영(TWO YOUNG)노래공원,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
138,팽고팽고성인클럽,룸살롱,기타,강원도 강릉시,32,32030,4215000000
139,발리노래타운,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
140,신별천지노래궁,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
141,25시노래궁,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
142,올인노래공원,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
143,아마게돈,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
144,다빈치,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
145,청담동,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
146,올래,룸살롱,기타,강원도 강릉시,32,32030,4215000000
147,바카스,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
148,젠가뮤직타운,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
149,파리노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
150,텐프로,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
151,마야노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
152,뉴욕노래타운,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
153,마야노래공원,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
154,물레방아,룸살롱,학교정화(상대),강원도 강릉시,32,32030,4215000000
155,인천공항,룸살롱,기타,강원도 강릉시,32,32030,4215000000
156,더블유,룸살롱,기타,강원도 강릉시,32,32030,4215000000
157,기루,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
158,태평양소맥클럽,스텐드바,미분류,강원도 강릉시,32,32030,4215000000
159,비너스,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
160,붐(BOOM),룸살롱,기타,강원도 강릉시,32,32030,4215000000
161,주문진룸가요주점,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
162,여궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
163,글로벌,룸살롱,기타,강원도 강릉시,32,32030,4215000000
164,와우노래궁,룸살롱,학교정화(상대),강원도 강릉시,32,32030,4215000000
165,또와 노래나라,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
166,가야노래궁,카바레,기타,강원도 강릉시,32,32030,4215000000
167,허니노래공원,룸살롱,기타,강원도 강릉시,32,32030,4215000000
168,도로시,룸살롱,기타,강원도 강릉시,32,32030,4215000000
169,솔향노래마을,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
170,린,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
171,발리,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
172,은비노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
173,고궁노래마을,룸살롱,기타,강원도 강릉시,32,32030,4215000000
174,딸기노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
175,지중해노래세상,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
176,신라노래궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
177,잠자리,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
178,카리스마나이트클럽,고고(디스코)클럽,학교정화(상대),강원도 강릉시,32,32030,4215000000
179,연곡노래타운,카바레,미분류,강원도 강릉시,32,32030,4215000000
180,스웨이(SWAY),간이주점,미분류,강원도 강릉시,32,32030,4215000000
181,쎌노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
182,바다노래타운,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
183,샴푸노래마을,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
184,마카오,기타,미분류,강원도 강릉시,32,32030,4215000000
185,카슈술파는노래밤,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
186,추억노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
187,설화가요주점,기타,학교정화(상대),강원도 강릉시,32,32030,4215000000
188,한라노래궁,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
189,필노래공원,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
190,어우동,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
191,가리비,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
192,아방궁노래공원,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
193,호박노래궁,룸살롱,학교정화(상대),강원도 강릉시,32,32030,4215000000
194,벅시,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
195,딸기술파는노래방,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
196,주유소룸,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
197,맛잡이슈퍼,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
198,위대한탄생,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
199,그루브,기타,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
200,세이드(SHADE),간이주점,미분류,강원도 강릉시,32,32030,4215000000
201,프레지던트,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
202,오디션,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
203,사이다,비어(바)살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
204,쿨노래공원,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
205,C노래궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
206,성남바이킹,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
207,서희궁주점,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
208,큐노래세상,룸살롱,미분류,강원도 강릉시,32,32030,4215000000
209,스카이노래타운,룸살롱,기타,강원도 강릉시,32,32030,4215000000
210,놀이터노래궁,룸살롱,기타,강원도 강릉시,32,32030,4215000000
211,힐링,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
212,제우스,룸살롱,유흥업소밀집지역,강원도 강릉시,32,32030,4215000000
213,보스(BOSS),룸살롱,미분류,강원도 고성군,32,32400,4282000000
214,로즈룸가요방,룸살롱,미분류,강원도 고성군,32,32400,4282000000
215,나그네가요주점,간이주점,미분류,강원도 고성군,32,32400,4282000000
216,속초 오션투유 주점,기타,미분류,강원도 고성군,32,32400,4282000000
217,뮤직&바,기타,미분류,강원도 고성군,32,32400,4282000000
218,에이스,룸살롱,미분류,강원도 고성군,32,32400,4282000000
219,부빈,룸살롱,미분류,강원도 고성군,32,32400,4282000000
220,나인틴,룸살롱,미분류,강원도 고성군,32,32400,4282000000
221,스타노래팡팡,룸살롱,미분류,강원도 고성군,32,32400,4282000000
222,폭스가요방,노래클럽,미분류,강원도 고성군,32,32400,4282000000
223,요술,룸살롱,미분류,강원도 고성군,32,32400,4282000000
224,동경나이트,룸살롱,기타,강원도 고성군,32,32400,4282000000
225,아미고룸클럽,룸살롱,기타,강원도 고성군,32,32400,4282000000
226,필 술파는노래방,룸살롱,주택가주변,강원도 고성군,32,32400,4282000000
227,용궁,기타,미분류,강원도 고성군,32,32400,4282000000
228,바다소리,룸살롱,기타,강원도 고성군,32,32400,4282000000
229,노을,노래클럽,기타,강원도 고성군,32,32400,4282000000
230,보물섬,룸살롱,미분류,강원도 고성군,32,32400,4282000000
231,여궁,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
232,숲속노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
233,아띠노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
234,압구정,룸살롱,미분류,강원도 동해시,32,32040,4217000000
235,대정,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
236,미술관노래클럽,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
237,노래순정,고고(디스코)클럽,미분류,강원도 동해시,32,32040,4217000000
238,오래가요궁,룸살롱,미분류,강원도 동해시,32,32040,4217000000
239,백악관성인나이트,고고(디스코)클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
240,아테네,룸살롱,미분류,강원도 동해시,32,32040,4217000000
241,파티노래공원,기타,학교정화(상대),강원도 동해시,32,32040,4217000000
242,퀸 노래공원,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
243,방콕주점,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
244,로비스트,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
245,빵빵노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
246,거북선,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
247,석류노래공원,기타,아파트지역,강원도 동해시,32,32040,4217000000
248,나비룸싸롱,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
249,쏘니노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
250,동백노래콜,기타,결혼예식장주변,강원도 동해시,32,32040,4217000000
251,대주 가요주점,룸살롱,미분류,강원도 동해시,32,32040,4217000000
252,에스엠(SM)가요주점,노래클럽,기타,강원도 동해시,32,32040,4217000000
253,청담동노래주점,기타,미분류,강원도 동해시,32,32040,4217000000
254,센스노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
255,색연필,룸살롱,미분류,강원도 동해시,32,32040,4217000000
256,로또노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
257,씨네마노래공원,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
258,뉴발리,기타,기타,강원도 동해시,32,32040,4217000000
259,서울서울,기타,기타,강원도 동해시,32,32040,4217000000
260,예빈,룸살롱,미분류,강원도 동해시,32,32040,4217000000
261,대가,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
262,연지,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
263,축제노래공원,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
264,둘리 노래궁,노래클럽,미분류,강원도 동해시,32,32040,4217000000
265,소리마을노래세상,기타,미분류,강원도 동해시,32,32040,4217000000
266,가자뮤직타운,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
267,황진이노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
268,로얄,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
269,마니아,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
270,살다보면,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
271,발리,룸살롱,미분류,강원도 동해시,32,32040,4217000000
272,검정고무신,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
273,호박,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
274,보물섬,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
275,럭키가요궁,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
276,풀하우스,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
277,아방궁노래타운,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
278,소라노래바,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
279,노래공원 친구,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
280,두바이,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
281,크루즈노래궁,노래클럽,아파트지역,강원도 동해시,32,32040,4217000000
282,에스노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
283,명월,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
284,주야성노래세상,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
285,자수정,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
286,독도사랑노래공원,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
287,비선노래공원,기타,기타,강원도 동해시,32,32040,4217000000
288,추억에가요,룸살롱,미분류,강원도 동해시,32,32040,4217000000
289,투데이,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
290,알프스노래공원,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
291,비너스노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
292,아솔노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
293,신라,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
294,썬노래공원,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
295,묵호노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
296,하트하트,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
297,아마죤,스텐드바,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
298,블루밍노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
299,아리랑,고고(디스코)클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
300,궁전노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
301,부킹,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
302,올래올래,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
303,솜 노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
304,와주리노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
305,준코뮤직타운 동해천곡점,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
306,뮤직맨,기타,기타,강원도 동해시,32,32040,4217000000
307,삼천궁녀노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
308,고구려노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
309,웅녀,기타,미분류,강원도 동해시,32,32040,4217000000
310,킹앤퀸,룸살롱,학교정화(상대),강원도 동해시,32,32040,4217000000
311,동해궁,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
312,휠노래공원,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
313,카리스마,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
314,썸노래주점,기타,기타,강원도 동해시,32,32040,4217000000
315,엔젤뮤직타운,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
316,초코렛관광클럽,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
317,노래하는7080,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
318,앙코르 노래빠,기타,미분류,강원도 동해시,32,32040,4217000000
319,무릉노래공원,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
320,마왕,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
321,울릉도명학노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
322,키스노래궁,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
323,엣지노래궁,노래클럽,미분류,강원도 동해시,32,32040,4217000000
324,에프원,기타,미분류,강원도 동해시,32,32040,4217000000
325,천황 노래클럽,룸살롱,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
326,수궁,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
327,질러,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
328,노래하는파라오가요주점,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
329,빅뱅노래주점,노래클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
330,이삭노래주점,기타,미분류,강원도 동해시,32,32040,4217000000
331,아방궁,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
332,미향,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
333,히트노래공원,기타,미분류,강원도 동해시,32,32040,4217000000
334,코스모스,기타,미분류,강원도 동해시,32,32040,4217000000
335,폭포,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
336,루비,기타,기타,강원도 동해시,32,32040,4217000000
337,춘향이,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
338,모스크바,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
339,장녹수가요주점,기타,기타,강원도 동해시,32,32040,4217000000
340,미궁,룸살롱,미분류,강원도 동해시,32,32040,4217000000
341,홍채령,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
342,항구클럽,고고(디스코)클럽,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
343,라이코스,기타,기타,강원도 동해시,32,32040,4217000000
344,갤러리노래궁,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
345,다크호스,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
346,금강산노래광장,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
347,울릉도밤차,기타,학교정화(상대),강원도 동해시,32,32040,4217000000
348,이브,룸살롱,아파트지역,강원도 동해시,32,32040,4217000000
349,노래하는비타민,기타,유흥업소밀집지역,강원도 동해시,32,32040,4217000000
