시도,행정구역,학제 (학년도기준),학업중단률(%),전년도 학생수,학업중단자 계,유예,면제,자퇴,퇴학,제적
전북,소계,소계,0.4,196466,861,179,95,569,7,11
전남,목포시,초등학교,0.2,15553,30,22,8,0,0,0
전남,목포시,중학교,0.3,7404,21,19,2,0,0,0
전남,목포시,고등학교,1.1,7370,80,0,0,76,4,0
전남,목포시,(일반고),0.5,5154,27,0,0,27,0,0
전남,목포시,(특성화고),2.9,1705,50,0,0,46,4,0
전남,목포시,(자율고),0.6,511,3,0,0,3,0,0
전남,목포시,소계,0.4,30327,131,41,10,76,4,0
전남,여수시,초등학교,0.3,14424,39,27,12,0,0,0
전남,여수시,중학교,0.3,7244,19,13,6,0,0,0
전남,여수시,고등학교,1.1,7692,85,1,0,81,2,1
전남,여수시,(일반고),0.8,4609,37,1,0,36,0,0
전남,여수시,(특목고),0,296,0,0,0,0,0,0
전남,여수시,(특성화고),2.2,2152,48,0,0,45,2,1
전남,여수시,(자율고),0,635,0,0,0,0,0,0
전남,여수시,소계,0.5,29360,143,41,18,81,2,1
전남,순천시,초등학교,0.2,16649,34,26,8,0,0,0
전남,순천시,중학교,0.3,8513,27,26,1,0,0,0
전남,순천시,고등학교,0.8,9112,75,0,0,75,0,0
전남,순천시,(일반고),0.9,5846,52,0,0,52,0,0
전남,순천시,(특목고),1.2,84,1,0,0,1,0,0
전남,순천시,(특성화고),0.8,2448,20,0,0,20,0,0
전남,순천시,(자율고),0.3,734,2,0,0,2,0,0
전남,순천시,소계,0.4,34274,136,52,9,75,0,0
전남,나주시,초등학교,0.5,6058,32,9,23,0,0,0
전남,나주시,중학교,0.4,2526,10,7,3,0,0,0
전남,나주시,고등학교,1.4,3286,45,0,0,44,1,0
전남,나주시,(일반고),1.9,1164,22,0,0,21,1,0
전남,나주시,(특목고),0.3,604,2,0,0,2,0,0
전남,나주시,(특성화고),1.6,1096,18,0,0,18,0,0
전남,나주시,(자율고),0.7,422,3,0,0,3,0,0
전남,나주시,소계,0.7,11870,87,16,26,44,1,0
전남,광양시,초등학교,0.2,9221,21,11,10,0,0,0
전남,광양시,중학교,0.3,4374,14,6,8,0,0,0
전남,광양시,고등학교,1,4239,42,0,0,42,0,0
전남,광양시,(일반고),0.8,2239,18,0,0,18,0,0
전남,광양시,(특목고),2.1,332,7,0,0,7,0,0
전남,광양시,(특성화고),2.4,377,9,0,0,9,0,0
전남,광양시,(자율고),0.6,1291,8,0,0,8,0,0
전남,광양시,소계,0.4,17834,77,17,18,42,0,0
전남,담양군,초등학교,0.7,1425,10,5,5,0,0,0
전남,담양군,중학교,0.4,697,3,2,1,0,0,0
전남,담양군,고등학교,1.8,1299,23,0,2,21,0,0
전남,담양군,(일반고),0.7,888,6,0,0,6,0,0
전남,담양군,(특성화고),4.1,411,17,0,2,15,0,0
전남,담양군,소계,1.1,3421,36,7,8,21,0,0
전남,곡성군,초등학교,0,883,0,0,0,0,0,0
전남,곡성군,중학교,0,467,0,0,0,0,0,0
전남,곡성군,고등학교,2.2,773,17,0,0,17,0,0
전남,곡성군,(일반고),0.9,528,5,0,0,5,0,0
전남,곡성군,(특성화고),4.9,245,12,0,0,12,0,0
전남,곡성군,소계,0.8,2123,17,0,0,17,0,0
전남,구례군,초등학교,0.1,908,1,1,0,0,0,0
전남,구례군,중학교,0,492,0,0,0,0,0,0
전남,구례군,고등학교,1.7,414,7,0,0,7,0,0
전남,구례군,(일반고),1.2,255,3,0,0,3,0,0
전남,구례군,(특성화고),2.5,159,4,0,0,4,0,0
전남,구례군,소계,0.4,1814,8,1,0,7,0,0
전남,고흥군,초등학교,0.2,1800,3,1,2,0,0,0
전남,고흥군,중학교,0.1,1091,1,1,0,0,0,0
전남,고흥군,고등학교,2.2,1062,23,0,0,23,0,0
전남,고흥군,(일반고),0.2,653,1,0,0,1,0,0
전남,고흥군,(특성화고),5.4,409,22,0,0,22,0,0
전남,고흥군,소계,0.7,3953,27,2,2,23,0,0
전남,보성군,초등학교,0.2,1245,3,2,1,0,0,0
전남,보성군,중학교,0.2,809,2,1,1,0,0,0
전남,보성군,고등학교,2.8,969,27,0,0,27,0,0
전남,보성군,(일반고),1.8,721,13,0,0,13,0,0
전남,보성군,(특성화고),5.6,248,14,0,0,14,0,0
전남,보성군,소계,1.1,3023,32,3,2,27,0,0
전남,화순군,초등학교,0.3,2649,8,4,4,0,0,0
전남,화순군,중학교,0.3,1498,5,5,0,0,0,0
전남,화순군,고등학교,1.5,1683,25,0,0,22,3,0
전남,화순군,(일반고),0.9,1311,12,0,0,12,0,0
전남,화순군,(특성화고),3.5,372,13,0,0,10,3,0
전남,화순군,소계,0.7,5830,38,9,4,22,3,0
전남,장흥군,초등학교,0,1397,0,0,0,0,0,0
전남,장흥군,중학교,0.4,757,3,2,1,0,0,0
전남,장흥군,고등학교,1.8,671,12,0,0,12,0,0
전남,장흥군,(일반고),1.3,447,6,0,0,6,0,0
전남,장흥군,(특성화고),2.7,224,6,0,0,6,0,0
전남,장흥군,소계,0.5,2825,15,2,1,12,0,0
전남,강진군,초등학교,0.2,1259,2,0,2,0,0,0
전남,강진군,중학교,0.3,781,2,2,0,0,0,0
전남,강진군,고등학교,1.1,735,8,0,0,8,0,0
전남,강진군,(일반고),1.4,421,6,0,0,6,0,0
전남,강진군,(특목고),0.8,251,2,0,0,2,0,0
전남,강진군,(특성화고),0,63,0,0,0,0,0,0
전남,강진군,소계,0.4,2775,12,2,2,8,0,0
전남,해남군,초등학교,0.2,2684,5,0,5,0,0,0
전남,해남군,중학교,0.1,1403,1,1,0,0,0,0
전남,해남군,고등학교,1.4,1243,18,0,0,18,0,0
전남,해남군,(일반고),0.5,205,1,0,0,1,0,0
전남,해남군,(특성화고),2.1,427,9,0,0,9,0,0
전남,해남군,(자율고),1.3,611,8,0,0,8,0,0
전남,해남군,소계,0.5,5330,24,1,5,18,0,0
전남,영암군,초등학교,0.4,2474,9,4,5,0,0,0
전남,영암군,중학교,0.3,1174,3,3,0,0,0,0
전남,영암군,고등학교,1.4,1168,16,1,0,14,1,0
전남,영암군,(일반고),0.8,969,8,1,0,7,0,0
전남,영암군,(특성화고),4,199,8,0,0,7,1,0
전남,영암군,소계,0.6,4816,28,8,5,14,1,0
전남,무안군,초등학교,0,4648,1,1,0,0,0,0
전남,무안군,중학교,0.2,2148,4,2,2,0,0,0
전남,무안군,고등학교,1.6,2154,35,0,0,35,0,0
전남,무안군,(일반고),1.6,867,14,0,0,14,0,0
전남,무안군,(특목고),1.8,622,11,0,0,11,0,0
전남,무안군,(자율고),1.5,665,10,0,0,10,0,0
전남,무안군,소계,0.4,8950,40,3,2,35,0,0
전남,함평군,초등학교,0.3,976,3,0,3,0,0,0
전남,함평군,중학교,0,588,0,0,0,0,0,0
전남,함평군,고등학교,1.5,891,13,0,0,11,2,0
전남,함평군,(일반고),1.1,609,7,0,0,5,2,0
전남,함평군,(특목고),2.2,93,2,0,0,2,0,0
전남,함평군,(특성화고),2.1,189,4,0,0,4,0,0
전남,함평군,소계,0.7,2455,16,0,3,11,2,0
전남,영광군,초등학교,0.3,2175,6,0,6,0,0,0
전남,영광군,중학교,0.6,1201,7,7,0,0,0,0
전남,영광군,고등학교,0.7,1336,9,0,0,9,0,0
전남,영광군,(일반고),0.2,846,2,0,0,2,0,0
전남,영광군,(특성화고),1.4,490,7,0,0,7,0,0
전남,영광군,소계,0.5,4712,22,7,6,9,0,0
전남,장성군,초등학교,0.2,1856,3,3,0,0,0,0
전남,장성군,중학교,0.1,871,1,1,0,0,0,0
전남,장성군,고등학교,1.6,1075,17,1,0,15,1,0
전남,장성군,(일반고),0.7,740,5,0,0,5,0,0
전남,장성군,(특성화고),3.6,335,12,1,0,10,1,0
전남,장성군,소계,0.6,3802,21,5,0,15,1,0
전남,완도군,초등학교,0.3,2034,6,6,0,0,0,0
전남,완도군,중학교,0.3,1007,3,1,2,0,0,0
전남,완도군,고등학교,0.6,928,6,0,0,6,0,0
전남,완도군,(일반고),0.9,688,6,0,0,6,0,0
전남,완도군,(특목고),0,240,0,0,0,0,0,0
전남,완도군,소계,0.4,3969,15,7,2,6,0,0
전남,진도군,초등학교,0,1124,0,0,0,0,0,0
전남,진도군,중학교,0,586,0,0,0,0,0,0
전남,진도군,고등학교,2.2,542,12,0,0,12,0,0
전남,진도군,(일반고),0.3,303,1,0,0,1,0,0
전남,진도군,(특목고),4.1,49,2,0,0,2,0,0
전남,진도군,(특성화고),4.7,190,9,0,0,9,0,0
전남,진도군,소계,0.5,2252,12,0,0,12,0,0
전남,신안군,초등학교,0.4,963,4,3,1,0,0,0
전남,신안군,중학교,0.2,419,1,1,0,0,0,0
전남,신안군,고등학교,1.3,470,6,0,0,6,0,0
전남,신안군,(일반고),1.2,343,4,0,0,4,0,0
전남,신안군,(특성화고),1.6,127,2,0,0,2,0,0
전남,신안군,소계,0.6,1852,11,4,1,6,0,0
전남,소계,초등학교,0.2,92405,220,125,95,0,0,0
전남,소계,중학교,0.3,46050,127,100,27,0,0,0
전남,소계,고등학교,1.2,49112,601,3,2,581,14,1
전남,소계,(일반고),0.9,29806,256,2,0,251,3,0
전남,소계,(특목고),1.1,2571,27,0,0,27,0,0
전남,소계,(특성화고),2.4,11866,284,1,2,269,11,1
전남,소계,(자율고),0.7,4869,34,0,0,34,0,0
전남,소계,소계,0.5,187567,948,228,124,581,14,1
경북,포항시,초등학교,0.2,27554,65,33,32,0,0,0
경북,포항시,중학교,0.2,13180,27,20,7,0,0,0
경북,포항시,고등학교,1.2,13094,151,1,0,149,1,0
경북,포항시,(일반고),1,9819,99,1,0,97,1,0
경북,포항시,(특목고),0.8,640,5,0,0,5,0,0
경북,포항시,(특성화고),2.8,1548,44,0,0,44,0,0
경북,포항시,(자율고),0.3,1087,3,0,0,3,0,0
경북,포항시,소계,0.5,53828,243,54,39,149,1,0
경북,경주시,초등학교,0.3,11482,40,3,37,0,0,0
경북,경주시,중학교,0.4,5788,21,16,5,0,0,0
경북,경주시,고등학교,1.6,6697,108,0,0,103,4,1
경북,경주시,(일반고),1,3902,38,0,0,38,0,0
경북,경주시,(특목고),10,60,6,0,0,6,0,0
경북,경주시,(특성화고),2.3,2735,64,0,0,59,4,1
경북,경주시,소계,0.7,23967,169,19,42,103,4,1
경북,김천시,초등학교,0.2,6776,15,6,9,0,0,0
경북,김천시,중학교,0,3047,1,0,1,0,0,0
경북,김천시,고등학교,1.4,3863,56,0,0,54,2,0
경북,김천시,(일반고),1.2,2088,26,0,0,26,0,0
경북,김천시,(특성화고),2.9,662,19,0,0,18,1,0
경북,김천시,(자율고),1,1113,11,0,0,10,1,0
경북,김천시,소계,0.5,13686,72,6,10,54,2,0
경북,안동시,초등학교,0.1,8267,10,3,7,0,0,0
경북,안동시,중학교,0.1,4489,6,6,0,0,0,0
경북,안동시,고등학교,0.9,4448,38,0,0,37,0,1
경북,안동시,(일반고),0.7,3259,24,0,0,23,0,1
경북,안동시,(특성화고),1.3,787,10,0,0,10,0,0
경북,안동시,(자율고),1,402,4,0,0,4,0,0
경북,안동시,소계,0.3,17204,54,9,7,37,0,1
경북,구미시,초등학교,0.2,27922,49,7,42,0,0,0
경북,구미시,중학교,0.4,13057,47,25,22,0,0,0
경북,구미시,고등학교,0.9,13424,123,0,0,121,2,0
경북,구미시,(일반고),0.9,9666,86,0,0,86,0,0
경북,구미시,(특목고),0.7,1757,12,0,0,11,1,0
경북,구미시,(특성화고),2.1,1162,24,0,0,23,1,0
경북,구미시,(자율고),0.1,839,1,0,0,1,0,0
경북,구미시,소계,0.4,54403,219,32,64,121,2,0
경북,영주시,초등학교,0.4,4743,18,8,10,0,0,0
경북,영주시,중학교,0.2,2482,6,4,2,0,0,0
경북,영주시,고등학교,0.9,3160,30,0,0,30,0,0
경북,영주시,(일반고),1.1,1822,20,0,0,20,0,0
경북,영주시,(특성화고),1.1,875,10,0,0,10,0,0
경북,영주시,(자율고),0,463,0,0,0,0,0,0
경북,영주시,소계,0.5,10385,54,12,12,30,0,0
경북,영천시,초등학교,0.1,3458,5,3,2,0,0,0
경북,영천시,중학교,0.2,1733,3,3,0,0,0,0
경북,영천시,고등학교,1.1,2169,24,0,0,24,0,0
경북,영천시,(일반고),1,1625,17,0,0,17,0,0
경북,영천시,(특목고),0.6,170,1,0,0,1,0,0
경북,영천시,(특성화고),1.6,374,6,0,0,6,0,0
경북,영천시,소계,0.4,7360,32,6,2,24,0,0
경북,상주시,초등학교,0.3,3787,11,1,10,0,0,0
경북,상주시,중학교,0.4,2036,8,7,1,0,0,0
경북,상주시,고등학교,1.8,2605,48,0,0,47,1,0
경북,상주시,(일반고),0.2,1072,2,0,0,2,0,0
경북,상주시,(특성화고),3.8,1169,44,0,0,43,1,0
경북,상주시,(자율고),0.5,364,2,0,0,2,0,0
경북,상주시,소계,0.8,8428,67,8,11,47,1,0
경북,문경시,초등학교,0.3,2791,7,1,6,0,0,0
경북,문경시,중학교,0.7,1394,10,9,1,0,0,0
경북,문경시,고등학교,0.9,1570,14,0,0,10,4,0
경북,문경시,(일반고),0.7,820,6,0,0,5,1,0
경북,문경시,(특성화고),1.8,398,7,0,0,4,3,0
경북,문경시,(자율고),0.3,352,1,0,0,1,0,0
경북,문경시,소계,0.5,5755,31,10,7,10,4,0
경북,경산시,초등학교,0.3,13342,35,10,25,0,0,0
경북,경산시,중학교,0.3,5897,20,15,5,0,0,0
경북,경산시,고등학교,0.8,5866,49,0,0,49,0,0
경북,경산시,(일반고),0.5,3967,20,0,0,20,0,0
경북,경산시,(특목고),1.9,372,7,0,0,7,0,0
경북,경산시,(특성화고),2.1,758,16,0,0,16,0,0
경북,경산시,(자율고),0.8,769,6,0,0,6,0,0
경북,경산시,소계,0.4,25105,104,25,30,49,0,0
경북,군위군,초등학교,0,494,0,0,0,0,0,0
경북,군위군,중학교,0,264,0,0,0,0,0,0
경북,군위군,고등학교,0,289,0,0,0,0,0,0
경북,군위군,(일반고),0,275,0,0,0,0,0,0
경북,군위군,(특성화고),0,14,0,0,0,0,0,0
경북,군위군,소계,0,1047,0,0,0,0,0,0
경북,의성군,초등학교,0.3,1092,3,2,1,0,0,0
경북,의성군,중학교,0.2,617,1,0,1,0,0,0
경북,의성군,고등학교,2.4,632,15,0,0,15,0,0
경북,의성군,(일반고),1.5,479,7,0,0,7,0,0
경북,의성군,(특성화고),5.2,153,8,0,0,8,0,0
경북,의성군,소계,0.8,2341,19,2,2,15,0,0
경북,청송군,초등학교,0.3,611,2,0,2,0,0,0
경북,청송군,중학교,0,379,0,0,0,0,0,0
경북,청송군,고등학교,2.4,250,6,0,0,1,0,5
경북,청송군,(일반고),0.5,222,1,0,0,1,0,0
경북,청송군,(특성화고),17.9,28,5,0,0,0,0,5
경북,청송군,소계,0.6,1240,8,0,2,1,0,5
경북,영양군,초등학교,0.4,490,2,0,2,0,0,0
경북,영양군,중학교,0,257,0,0,0,0,0,0
경북,영양군,고등학교,3.7,301,11,0,0,11,0,0
경북,영양군,(일반고),3.7,301,11,0,0,11,0,0
경북,영양군,소계,1.2,1048,13,0,2,11,0,0
경북,영덕군,초등학교,0.2,1062,2,1,1,0,0,0
경북,영덕군,중학교,0.2,623,1,1,0,0,0,0
경북,영덕군,고등학교,1.5,548,8,0,0,8,0,0
경북,영덕군,(일반고),0.8,506,4,0,0,4,0,0
경북,영덕군,(특성화고),9.5,42,4,0,0,4,0,0
경북,영덕군,소계,0.5,2233,11,2,1,8,0,0
경북,청도군,초등학교,0.1,1048,1,1,0,0,0,0
경북,청도군,중학교,0.3,639,2,1,1,0,0,0
경북,청도군,고등학교,1.7,1267,21,0,0,21,0,0
경북,청도군,(일반고),1.3,1071,14,0,0,14,0,0
경북,청도군,(특성화고),3.6,196,7,0,0,7,0,0
경북,청도군,소계,0.8,2954,24,2,1,21,0,0
경북,고령군,초등학교,0.2,1055,2,1,1,0,0,0
경북,고령군,중학교,0,580,0,0,0,0,0,0
경북,고령군,고등학교,0.9,422,4,0,0,4,0,0
경북,고령군,(일반고),0.7,290,2,0,0,2,0,0
경북,고령군,(특성화고),1.5,132,2,0,0,2,0,0
경북,고령군,소계,0.3,2057,6,1,1,4,0,0
경북,성주군,초등학교,0.1,1157,1,0,1,0,0,0
경북,성주군,중학교,0.2,606,1,1,0,0,0,0
경북,성주군,고등학교,1.2,759,9,0,0,9,0,0
경북,성주군,(일반고),0.4,570,2,0,0,2,0,0
경북,성주군,(특성화고),3.7,189,7,0,0,7,0,0
경북,성주군,소계,0.4,2522,11,1,1,9,0,0
경북,칠곡군,초등학교,0.1,6824,10,0,10,0,0,0
경북,칠곡군,중학교,0.4,3209,12,8,4,0,0,0
경북,칠곡군,고등학교,0.7,2745,20,0,0,20,0,0
경북,칠곡군,(일반고),0.8,1949,16,0,0,16,0,0
경북,칠곡군,(특성화고),1.4,216,3,0,0,3,0,0
경북,칠곡군,(자율고),0.2,580,1,0,0,1,0,0
경북,칠곡군,소계,0.3,12778,42,8,14,20,0,0
경북,예천군,초등학교,0.1,2088,3,3,0,0,0,0
경북,예천군,중학교,0.2,558,1,1,0,0,0,0
경북,예천군,고등학교,0.9,997,9,0,0,9,0,0
경북,예천군,(일반고),0.9,997,9,0,0,9,0,0
경북,예천군,소계,0.4,3643,13,4,0,9,0,0
경북,봉화군,초등학교,0,896,0,0,0,0,0,0
경북,봉화군,중학교,0.8,473,4,3,1,0,0,0
경북,봉화군,고등학교,1.7,517,9,0,0,9,0,0
경북,봉화군,(특성화고),1.6,251,4,0,0,4,0,0
경북,봉화군,(자율고),1.9,266,5,0,0,5,0,0
경북,봉화군,소계,0.7,1886,13,3,1,9,0,0
경북,울진군,초등학교,0.3,1859,5,0,5,0,0,0
경북,울진군,중학교,0.2,1059,2,2,0,0,0,0
경북,울진군,고등학교,1.1,1215,13,0,0,13,0,0
경북,울진군,(일반고),1.2,508,6,0,0,6,0,0
경북,울진군,(특목고),0,231,0,0,0,0,0,0
경북,울진군,(특성화고),1.5,66,1,0,0,1,0,0
경북,울진군,(자율고),1.5,410,6,0,0,6,0,0
경북,울진군,소계,0.5,4133,20,2,5,13,0,0
경북,울릉군,초등학교,0,281,0,0,0,0,0,0
경북,울릉군,중학교,0.8,132,1,0,1,0,0,0
경북,울릉군,고등학교,3.3,61,2,0,0,2,0,0
경북,울릉군,(특성화고),3.3,61,2,0,0,2,0,0
경북,울릉군,소계,0.6,474,3,0,1,2,0,0
경북,소계,초등학교,0.2,129079,286,83,203,0,0,0
경북,소계,중학교,0.3,62499,174,122,52,0,0,0
경북,소계,고등학교,1.1,66899,768,1,0,746,14,7
경북,소계,(일반고),0.9,45208,410,1,0,406,2,1
경북,소계,(특목고),1,3230,31,0,0,30,1,0
경북,소계,(특성화고),2.4,11816,287,0,0,271,10,6
경북,소계,(자율고),0.6,6645,40,0,0,39,1,0
경북,소계,소계,0.5,258477,1228,206,255,746,14,7
경남,창원시,초등학교,0.2,58402,132,48,84,0,0,0
경남,창원시,중학교,0.2,28084,62,47,15,0,0,0
경남,창원시,고등학교,0.9,27135,238,1,0,234,3,0
경남,창원시,(일반고),0.7,21322,149,1,0,147,1,0
경남,창원시,(특목고),0.9,211,2,0,0,2,0,0
경남,창원시,(특성화고),1.8,3746,66,0,0,64,2,0
경남,창원시,(자율고),1.1,1856,21,0,0,21,0,0
경남,창원시,소계,0.4,113621,432,96,99,234,3,0
경남,진주시,초등학교,0.3,20126,55,21,34,0,0,0
경남,진주시,중학교,0.2,9912,21,18,3,0,0,0
경남,진주시,고등학교,1.3,10495,140,1,0,134,5,0
경남,진주시,(일반고),1.1,6353,70,1,0,68,1,0
경남,진주시,(특목고),1.3,785,10,0,0,10,0,0
경남,진주시,(특성화고),2.6,2145,55,0,0,51,4,0
경남,진주시,(자율고),0.4,1212,5,0,0,5,0,0
경남,진주시,소계,0.5,40533,216,40,37,134,5,0
경남,통영시,초등학교,0.1,8075,9,3,6,0,0,0
경남,통영시,중학교,0.2,3627,8,7,1,0,0,0
경남,통영시,고등학교,0.9,3297,30,0,0,27,3,0
경남,통영시,(일반고),0.9,3297,30,0,0,27,3,0
경남,통영시,소계,0.3,14999,47,10,7,27,3,0
경남,사천시,초등학교,0.2,6145,10,7,3,0,0,0
경남,사천시,중학교,0.3,2935,10,7,3,0,0,0
경남,사천시,고등학교,1,2761,27,0,0,27,0,0
경남,사천시,(일반고),0.9,2042,19,0,0,19,0,0
경남,사천시,(특목고),1,293,3,0,0,3,0,0
경남,사천시,(특성화고),1.2,426,5,0,0,5,0,0
경남,사천시,소계,0.4,11841,47,14,6,27,0,0
경남,김해시,초등학교,0.2,35472,55,15,40,0,0,0
경남,김해시,중학교,0.3,17559,48,32,16,0,0,0
경남,김해시,고등학교,1,15646,158,1,0,157,0,0
경남,김해시,(일반고),0.8,11418,95,0,0,95,0,0
경남,김해시,(특목고),1.1,376,4,0,0,4,0,0
경남,김해시,(특성화고),2.3,1933,44,1,0,43,0,0
경남,김해시,(자율고),0.8,1919,15,0,0,15,0,0
경남,김해시,소계,0.4,68677,261,48,56,157,0,0
경남,밀양시,초등학교,0.2,4053,8,6,2,0,0,0
경남,밀양시,중학교,0.3,2185,7,7,0,0,0,0
경남,밀양시,고등학교,0.9,2436,22,0,0,22,0,0
경남,밀양시,(일반고),0.6,1998,12,0,0,12,0,0
경남,밀양시,(특목고),3.4,207,7,0,0,7,0,0
경남,밀양시,(특성화고),1.3,231,3,0,0,3,0,0
경남,밀양시,소계,0.4,8674,37,13,2,22,0,0
경남,거제시,초등학교,0.3,18620,52,27,25,0,0,0
경남,거제시,중학교,0.2,7829,18,12,6,0,0,0
경남,거제시,고등학교,0.9,7335,64,0,0,64,0,0
경남,거제시,(일반고),0.6,5545,32,0,0,32,0,0
경남,거제시,(특목고),1.7,467,8,0,0,8,0,0
경남,거제시,(특성화고),3.4,624,21,0,0,21,0,0
경남,거제시,(자율고),0.4,699,3,0,0,3,0,0
경남,거제시,소계,0.4,33784,134,39,31,64,0,0
경남,양산시,초등학교,0.2,22174,46,31,15,0,0,0
경남,양산시,중학교,0.3,9577,31,23,8,0,0,0
경남,양산시,고등학교,1.1,8892,102,1,0,101,0,0
경남,양산시,(일반고),1.1,7421,82,1,0,81,0,0
경남,양산시,(특목고),1.7,591,10,0,0,10,0,0
경남,양산시,(자율고),1.1,880,10,0,0,10,0,0
경남,양산시,소계,0.4,40643,179,55,23,101,0,0
경남,의령군,초등학교,0.1,723,1,0,1,0,0,0
경남,의령군,중학교,0.3,392,1,0,1,0,0,0
경남,의령군,고등학교,1.7,417,7,0,0,7,0,0
경남,의령군,(일반고),1.6,382,6,0,0,6,0,0
경남,의령군,(특성화고),2.9,35,1,0,0,1,0,0
경남,의령군,소계,0.6,1532,9,0,2,7,0,0
경남,함안군,초등학교,0.1,3486,3,1,2,0,0,0
경남,함안군,중학교,0.1,1748,2,1,1,0,0,0
경남,함안군,고등학교,1.1,1366,15,0,0,15,0,0
경남,함안군,(일반고),1,1238,12,0,0,12,0,0
경남,함안군,(특성화고),2.3,128,3,0,0,3,0,0
경남,함안군,소계,0.3,6600,20,2,3,15,0,0
경남,창녕군,초등학교,0.2,2255,4,4,0,0,0,0
경남,창녕군,중학교,0.1,1117,1,1,0,0,0,0
경남,창녕군,고등학교,1.3,1564,20,0,0,20,0,0
경남,창녕군,(일반고),0.9,1250,11,0,0,11,0,0
경남,창녕군,(특성화고),2.9,314,9,0,0,9,0,0
경남,창녕군,소계,0.5,4936,25,5,0,20,0,0
경남,고성군,초등학교,0.2,2157,4,4,0,0,0,0
경남,고성군,중학교,0.3,1049,3,2,1,0,0,0
경남,고성군,고등학교,1.5,1440,21,0,0,19,2,0
경남,고성군,(일반고),1.7,982,17,0,0,15,2,0
경남,고성군,(특성화고),0.9,458,4,0,0,4,0,0
경남,고성군,소계,0.6,4646,28,6,1,19,2,0
경남,남해군,초등학교,0.4,1247,5,3,2,0,0,0
경남,남해군,중학교,0.1,790,1,1,0,0,0,0
경남,남해군,고등학교,1.7,1164,20,0,0,19,0,1
경남,남해군,(일반고),1.6,1036,17,0,0,16,0,1
경남,남해군,(특성화고),2.3,128,3,0,0,3,0,0
경남,남해군,소계,0.8,3201,26,4,2,19,0,1
경남,하동군,초등학교,0.4,1404,6,1,5,0,0,0
경남,하동군,중학교,0.4,795,3,3,0,0,0,0
경남,하동군,고등학교,0.8,656,5,0,0,4,1,0
경남,하동군,(일반고),0.8,656,5,0,0,4,1,0
경남,하동군,소계,0.5,2855,14,4,5,4,1,0
경남,산청군,초등학교,0.6,972,6,5,1,0,0,0
경남,산청군,중학교,0.3,588,2,2,0,0,0,0
경남,산청군,고등학교,1.9,837,16,0,0,16,0,0
경남,산청군,(일반고),1.5,529,8,0,0,8,0,0
경남,산청군,(특성화고),2.6,308,8,0,0,8,0,0
경남,산청군,소계,1,2397,24,7,1,16,0,0
경남,함양군,초등학교,0.1,1426,2,2,0,0,0,0
경남,함양군,중학교,0.4,801,3,3,0,0,0,0
경남,함양군,고등학교,0.7,736,5,1,0,4,0,0
경남,함양군,(일반고),0.5,443,2,0,0,2,0,0
경남,함양군,(특성화고),1,293,3,1,0,2,0,0
경남,함양군,소계,0.3,2963,10,6,0,4,0,0
경남,거창군,초등학교,0.2,2941,6,2,4,0,0,0
경남,거창군,중학교,0.2,1488,3,2,1,0,0,0
경남,거창군,고등학교,0.9,2136,19,0,0,19,0,0
경남,거창군,(일반고),0.9,2064,18,0,0,18,0,0
경남,거창군,(특성화고),1.4,72,1,0,0,1,0,0
경남,거창군,소계,0.4,6565,28,4,5,19,0,0
경남,합천군,초등학교,0.6,1171,7,4,3,0,0,0
경남,합천군,중학교,0.6,688,4,2,2,0,0,0
경남,합천군,고등학교,1.5,713,11,0,0,11,0,0
경남,합천군,(일반고),0.7,543,4,0,0,4,0,0
경남,합천군,(특성화고),4.1,170,7,0,0,7,0,0
경남,합천군,소계,0.9,2572,22,6,5,11,0,0
경남,소계,초등학교,0.2,190849,411,184,227,0,0,0
경남,소계,중학교,0.3,91164,228,170,58,0,0,0
경남,소계,고등학교,1,89026,920,5,0,900,14,1
경남,소계,(일반고),0.9,68519,589,3,0,577,8,1
경남,소계,(특목고),1.5,2930,44,0,0,44,0,0
경남,소계,(특성화고),2.1,11011,233,2,0,225,6,0
경남,소계,(자율고),0.8,6566,54,0,0,54,0,0
경남,소계,소계,0.4,371039,1559,359,285,900,14,1
제주,제주시,초등학교,0.3,31087,80,49,31,0,0,0
제주,제주시,중학교,0.3,15011,47,41,6,0,0,0
제주,제주시,고등학교,0.8,14495,119,1,0,117,1,0
제주,제주시,(일반고),0.8,11807,98,1,0,96,1,0
제주,제주시,(특목고),0.8,382,3,0,0,3,0,0
제주,제주시,(특성화고),0.8,2306,18,0,0,18,0,0
제주,제주시,소계,0.4,60593,246,91,37,117,1,0
제주,서귀포시,초등학교,0.3,9488,26,15,11,0,0,0
제주,서귀포시,중학교,0.5,4457,23,18,5,0,0,0
제주,서귀포시,고등학교,1.1,4184,45,0,0,44,1,0
제주,서귀포시,(일반고),0.7,3414,25,0,0,25,0,0
제주,서귀포시,(특성화고),2.6,770,20,0,0,19,1,0
제주,서귀포시,소계,0.5,18129,94,33,16,44,1,0
제주,소계,초등학교,0.3,40575,106,64,42,0,0,0
제주,소계,중학교,0.4,19468,70,59,11,0,0,0
제주,소계,고등학교,0.9,18679,164,1,0,161,2,0
제주,소계,(일반고),0.8,15221,123,1,0,121,1,0
제주,소계,(특목고),0.8,382,3,0,0,3,0,0
제주,소계,(특성화고),1.2,3076,38,0,0,37,1,0
제주,소계,소계,0.4,78722,340,124,53,161,2,0
,,,,,,,,,,
,,,,,,,,,,
주석,,,,,,,,,,
