시도,행정구역,학제 (학년도기준),학업중단률(%),전년도 학생수,학업중단자 계,유예,면제,자퇴,퇴학,제적
광주,동구,고등학교,0.6,3152,20,0,0,20,0,0
광주,동구,(일반고),0.5,2459,12,0,0,12,0,0
광주,동구,(자율고),1.2,693,8,0,0,8,0,0
광주,동구,소계,0.5,8088,39,10,9,20,0,0
광주,서구,초등학교,0.3,16292,45,31,14,0,0,0
광주,서구,중학교,0.3,7667,22,18,4,0,0,0
광주,서구,고등학교,1,5925,60,1,0,59,0,0
광주,서구,(일반고),0.9,5293,49,0,0,49,0,0
광주,서구,(자율고),1.7,632,11,1,0,10,0,0
광주,서구,소계,0.4,29884,127,50,18,59,0,0
광주,남구,초등학교,0.7,13534,93,78,15,0,0,0
광주,남구,중학교,0.5,7327,40,33,7,0,0,0
광주,남구,고등학교,1.5,9821,146,0,0,137,9,0
광주,남구,(일반고),1,7642,75,0,0,75,0,0
광주,남구,(특성화고),3.3,2179,71,0,0,62,9,0
광주,남구,소계,0.9,30682,279,111,22,137,9,0
광주,북구,초등학교,0.2,23067,49,34,15,0,0,0
광주,북구,중학교,0.3,11828,35,32,3,0,0,0
광주,북구,고등학교,0.9,14202,131,0,0,131,0,0
광주,북구,(일반고),0.6,9871,61,0,0,61,0,0
광주,북구,(특목고),0.9,938,8,0,0,8,0,0
광주,북구,(특성화고),2.2,2692,59,0,0,59,0,0
광주,북구,(자율고),0.4,701,3,0,0,3,0,0
광주,북구,소계,0.4,49097,215,66,18,131,0,0
광주,광산구,초등학교,0.3,30208,95,53,42,0,0,0
광주,광산구,중학교,0.3,14975,42,32,10,0,0,0
광주,광산구,고등학교,0.7,12512,90,0,0,90,0,0
광주,광산구,(일반고),0.5,9898,50,0,0,50,0,0
광주,광산구,(특목고),0.8,480,4,0,0,4,0,0
광주,광산구,(특성화고),1.7,2134,36,0,0,36,0,0
광주,광산구,소계,0.4,57695,227,85,52,90,0,0
광주,소계,초등학교,0.3,86419,296,202,94,0,0,0
광주,소계,중학교,0.3,43415,144,119,25,0,0,0
광주,소계,고등학교,1,45612,447,1,0,437,9,0
광주,소계,(일반고),0.7,35163,247,0,0,247,0,0
광주,소계,(특목고),0.8,1418,12,0,0,12,0,0
광주,소계,(특성화고),2.4,7005,166,0,0,157,9,0
광주,소계,(자율고),1.1,2026,22,1,0,21,0,0
광주,소계,소계,0.5,175446,887,322,119,437,9,0
대전,동구,초등학교,0.2,10740,24,10,14,0,0,0
대전,동구,중학교,0.3,4782,13,9,4,0,0,0
대전,동구,고등학교,1,5956,59,0,0,57,2,0
대전,동구,(일반고),0.9,2853,27,0,0,25,2,0
대전,동구,(특목고),0.2,809,2,0,0,2,0,0
대전,동구,(특성화고),1.2,1245,15,0,0,15,0,0
대전,동구,(자율고),1.4,1049,15,0,0,15,0,0
대전,동구,소계,0.4,21478,96,19,18,57,2,0
대전,중구,초등학교,0.2,11797,24,14,10,0,0,0
대전,중구,중학교,0.3,5741,20,17,3,0,0,0
대전,중구,고등학교,1.3,9945,127,0,0,126,1,0
대전,중구,(일반고),0.8,5210,42,0,0,42,0,0
대전,중구,(특성화고),2.5,2681,68,0,0,67,1,0
대전,중구,(자율고),0.8,2054,17,0,0,17,0,0
대전,중구,소계,0.6,27483,171,31,13,126,1,0
대전,서구,초등학교,0.3,26179,87,52,35,0,0,0
대전,서구,중학교,0.5,14955,79,63,16,0,0,0
대전,서구,고등학교,1.2,12502,152,1,0,151,0,0
대전,서구,(일반고),1.2,9709,116,1,0,115,0,0
대전,서구,(특목고),2.1,745,16,0,0,16,0,0
대전,서구,(자율고),1,2048,20,0,0,20,0,0
대전,서구,소계,0.6,53636,318,116,51,151,0,0
대전,유성구,초등학교,0.6,22814,129,49,80,0,0,0
대전,유성구,중학교,0.6,10544,67,50,17,0,0,0
대전,유성구,고등학교,1.3,10671,142,0,0,141,1,0
대전,유성구,(일반고),1.3,7112,95,0,0,95,0,0
대전,유성구,(특목고),0.3,1395,4,0,0,4,0,0
대전,유성구,(특성화고),2.6,1480,38,0,0,37,1,0
대전,유성구,(자율고),0.7,684,5,0,0,5,0,0
대전,유성구,소계,0.8,44029,338,99,97,141,1,0
대전,대덕구,초등학교,0.1,8277,10,7,3,0,0,0
대전,대덕구,중학교,0.4,4672,21,17,4,0,0,0
대전,대덕구,고등학교,0.8,3414,26,0,0,25,1,0
대전,대덕구,(일반고),0.5,1819,10,0,0,9,1,0
대전,대덕구,(특성화고),2.3,556,13,0,0,13,0,0
대전,대덕구,(자율고),0.3,1039,3,0,0,3,0,0
대전,대덕구,소계,0.3,16363,57,24,7,25,1,0
대전,소계,초등학교,0.3,79807,274,132,142,0,0,0
대전,소계,중학교,0.5,40694,200,156,44,0,0,0
대전,소계,고등학교,1.2,42488,506,1,0,500,5,0
대전,소계,(일반고),1.1,26703,290,1,0,286,3,0
대전,소계,(특목고),0.7,2949,22,0,0,22,0,0
대전,소계,(특성화고),2.2,5962,134,0,0,132,2,0
대전,소계,(자율고),0.9,6874,60,0,0,60,0,0
대전,소계,소계,0.6,162989,980,289,186,500,5,0
울산,중구,초등학교,0.3,11933,30,13,17,0,0,0
울산,중구,중학교,0.3,5556,18,12,6,0,0,0
울산,중구,고등학교,0.5,4760,24,0,0,24,0,0
울산,중구,(일반고),0.6,3754,23,0,0,23,0,0
울산,중구,(특성화고),0.3,290,1,0,0,1,0,0
울산,중구,(자율고),0,716,,,,,,
울산,중구,소계,0.3,22249,72,25,23,24,0,0
울산,남구,초등학교,0.2,16085,31,10,21,0,0,0
울산,남구,중학교,0.2,8752,20,16,4,0,0,0
울산,남구,고등학교,0.7,9729,67,0,0,67,0,0
울산,남구,(일반고),0.6,7822,47,0,0,47,0,0
울산,남구,(특성화고),1,1907,20,0,0,20,0,0
울산,남구,소계,0.3,34566,118,26,25,67,0,0
울산,동구,초등학교,0.2,10290,16,4,12,0,0,0
울산,동구,중학교,0.2,4489,8,7,1,0,0,0
울산,동구,고등학교,0.7,4735,35,0,0,35,0,0
울산,동구,(일반고),0.6,2723,17,0,0,17,0,0
울산,동구,(특목고),0.3,346,1,0,0,1,0,0
울산,동구,(특성화고),1.3,627,8,0,0,8,0,0
울산,동구,(자율고),0.9,1039,9,0,0,9,0,0
울산,동구,소계,0.3,19514,59,11,13,35,0,0
울산,북구,초등학교,0.2,15893,25,11,14,0,0,0
울산,북구,중학교,0.2,6930,13,7,6,0,0,0
울산,북구,고등학교,0.4,5780,23,0,0,23,0,0
울산,북구,(일반고),0.4,4405,19,0,0,19,0,0
울산,북구,(특목고),0.3,1375,4,0,0,4,0,0
울산,북구,소계,0.2,28603,61,18,20,23,0,0
울산,울주군,초등학교,0.3,13196,40,27,13,0,0,0
울산,울주군,중학교,0.3,6070,21,17,4,0,0,0
울산,울주군,고등학교,1.3,6387,84,0,0,77,7,0
울산,울주군,(일반고),0.6,3965,22,0,0,22,0,0
울산,울주군,(특목고),0.7,440,3,0,0,3,0,0
울산,울주군,(특성화고),3,1982,59,0,0,52,7,0
울산,울주군,소계,0.6,25653,145,44,17,77,7,0
울산,소계,초등학교,0.2,67397,142,65,77,0,0,0
울산,소계,중학교,0.3,31797,80,59,21,0,0,0
울산,소계,고등학교,0.7,31391,233,0,0,226,7,0
울산,소계,(일반고),0.6,22669,128,0,0,128,0,0
울산,소계,(특목고),0.4,2161,8,0,0,8,0,0
울산,소계,(특성화고),1.8,4806,88,0,0,81,7,0
울산,소계,(자율고),0.5,1755,9,0,0,9,0,0
울산,소계,소계,0.3,130585,455,124,98,226,7,0
세종,세종시,초등학교,0.8,29487,245,60,185,0,0,0
세종,세종시,중학교,0.9,12395,110,53,57,0,0,0
세종,세종시,고등학교,1.7,10246,178,0,0,178,0,0
세종,세종시,(일반고),1.8,8400,154,0,0,154,0,0
세종,세종시,(특목고),0.9,804,7,0,0,7,0,0
세종,세종시,(특성화고),1.2,426,5,0,0,5,0,0
세종,세종시,(자율고),1.9,616,12,0,0,12,0,0
세종,세종시,소계,1,52128,533,113,242,178,0,0
세종,소계,초등학교,0.8,29487,245,60,185,0,0,0
세종,소계,중학교,0.9,12395,110,53,57,0,0,0
세종,소계,고등학교,1.7,10246,178,0,0,178,0,0
세종,소계,(일반고),1.8,8400,154,0,0,154,0,0
세종,소계,(특목고),0.9,804,7,0,0,7,0,0
세종,소계,(특성화고),1.2,426,5,0,0,5,0,0
세종,소계,(자율고),1.9,616,12,0,0,12,0,0
세종,소계,소계,1,52128,533,113,242,178,0,0
경기,수원시,초등학교,0.6,67474,438,229,209,0,0,0
경기,수원시,중학교,0.5,33013,176,108,68,0,0,0
경기,수원시,고등학교,1,36338,368,2,0,362,4,0
경기,수원시,(일반고),1.1,27319,287,2,0,283,2,0
경기,수원시,(특목고),0.4,1750,7,0,0,7,0,0
경기,수원시,(특성화고),1.1,6509,71,0,0,69,2,0
경기,수원시,(자율고),0.4,760,3,0,0,3,0,0
경기,수원시,소계,0.7,136825,982,339,277,362,4,0
경기,성남시,초등학교,1.1,45788,487,264,223,0,0,0
경기,성남시,중학교,1.2,23453,270,185,85,0,0,0
경기,성남시,고등학교,1.2,26272,320,0,0,319,1,0
경기,성남시,(일반고),1.2,20239,248,0,0,247,1,0
경기,성남시,(특목고),0.9,1580,14,0,0,14,0,0
경기,성남시,(특성화고),1.3,4453,58,0,0,58,0,0
경기,성남시,소계,1.1,95513,1077,449,308,319,1,0
경기,부천시,초등학교,0.4,38989,153,104,49,0,0,0
경기,부천시,중학교,0.3,19603,61,46,15,0,0,0
경기,부천시,고등학교,0.9,19733,181,0,0,180,1,0
경기,부천시,(일반고),0.8,16085,129,0,0,129,0,0
경기,부천시,(특목고),1,709,7,0,0,7,0,0
경기,부천시,(특성화고),1.5,2939,45,0,0,44,1,0
경기,부천시,소계,0.5,78325,395,150,64,180,1,0
경기,안양시,초등학교,0.5,27336,124,72,52,0,0,0
경기,안양시,중학교,0.4,14891,67,49,18,0,0,0
경기,안양시,고등학교,1,17267,174,1,0,169,4,0
경기,안양시,(일반고),0.9,12280,109,1,0,108,0,0
경기,안양시,(특목고),0.7,1765,13,0,0,13,0,0
경기,안양시,(특성화고),1.6,3222,52,0,0,48,4,0
경기,안양시,소계,0.6,59494,365,122,70,169,4,0
경기,과천시,초등학교,1.4,2882,41,14,27,0,0,0
경기,과천시,중학교,1,1647,16,12,4,0,0,0
경기,과천시,고등학교,1.3,2193,28,0,0,28,0,0
경기,과천시,(일반고),1.6,1530,24,0,0,24,0,0
경기,과천시,(특목고),0.6,663,4,0,0,4,0,0
경기,과천시,소계,1.3,6722,85,26,31,28,0,0
경기,안산시,초등학교,0.3,33219,113,40,73,0,0,0
경기,안산시,중학교,0.4,17799,67,43,24,0,0,0
경기,안산시,고등학교,1,20264,193,1,0,190,2,0
경기,안산시,(일반고),0.8,14388,111,1,0,109,1,0
경기,안산시,(특성화고),1.6,4797,75,0,0,74,1,0
경기,안산시,(자율고),0.6,1079,7,0,0,7,0,0
경기,안산시,소계,0.5,71282,373,84,97,190,2,0
경기,용인시,초등학교,1.1,68903,760,469,291,0,0,0
경기,용인시,중학교,0.9,32763,307,207,100,0,0,0
경기,용인시,고등학교,1.2,27152,336,0,0,335,1,0
경기,용인시,(일반고),1.3,25206,320,0,0,319,1,0
경기,용인시,(특성화고),1.3,844,11,0,0,11,0,0
경기,용인시,(자율고),0.5,1102,5,0,0,5,0,0
경기,용인시,소계,1.1,128818,1403,676,391,335,1,0
경기,군포시,초등학교,0.4,14676,58,26,32,0,0,0
경기,군포시,중학교,0.4,7302,29,18,11,0,0,0
경기,군포시,고등학교,0.9,6730,63,0,0,63,0,0
경기,군포시,(일반고),0.7,5371,35,0,0,35,0,0
경기,군포시,(특성화고),2.6,765,20,0,0,20,0,0
경기,군포시,(자율고),1.3,594,8,0,0,8,0,0
경기,군포시,소계,0.5,28708,150,44,43,63,0,0
경기,의왕시,초등학교,1.2,7455,86,66,20,0,0,0
경기,의왕시,중학교,0.8,3321,26,22,4,0,0,0
경기,의왕시,고등학교,1.3,3321,42,0,0,42,0,0
경기,의왕시,(일반고),1.2,2164,25,0,0,25,0,0
경기,의왕시,(특목고),1.8,598,11,0,0,11,0,0
경기,의왕시,(자율고),1.1,559,6,0,0,6,0,0
경기,의왕시,소계,1.1,14097,154,88,24,42,0,0
경기,시흥시,초등학교,0.4,30471,119,66,53,0,0,0
경기,시흥시,중학교,0.3,13840,39,26,13,0,0,0
경기,시흥시,고등학교,1,13093,134,0,0,133,1,0
경기,시흥시,(일반고),1,10046,98,0,0,97,1,0
경기,시흥시,(특성화고),1.6,2198,36,0,0,36,0,0
경기,시흥시,(자율고),0,849,,,,,,
경기,시흥시,소계,0.5,57404,292,92,66,133,1,0
경기,평택시,초등학교,0.3,31602,103,63,40,0,0,0
경기,평택시,중학교,0.5,14566,75,63,12,0,0,0
경기,평택시,고등학교,1.2,14748,179,0,0,171,3,5
경기,평택시,(일반고),1.2,12075,141,0,0,135,1,5
경기,평택시,(특목고),0.4,483,2,0,0,2,0,0
경기,평택시,(특성화고),1.6,2190,36,0,0,34,2,0
경기,평택시,소계,0.6,60916,357,126,52,171,3,5
경기,화성시,초등학교,0.7,66535,449,221,228,0,0,0
경기,화성시,중학교,0.6,27377,157,93,64,0,0,0
경기,화성시,고등학교,1.3,19961,257,1,0,254,2,0
경기,화성시,(일반고),1.3,18632,244,1,0,241,2,0
경기,화성시,(특목고),0.8,594,5,0,0,5,0,0
경기,화성시,(특성화고),1.1,735,8,0,0,8,0,0
경기,화성시,소계,0.8,113873,863,315,292,254,2,0
경기,오산시,초등학교,0.3,16481,52,18,34,0,0,0
경기,오산시,중학교,0.3,7129,18,11,7,0,0,0
경기,오산시,고등학교,1,6573,67,0,0,66,1,0
경기,오산시,(일반고),0.8,5899,49,0,0,48,1,0
경기,오산시,(특성화고),2.7,674,18,0,0,18,0,0
경기,오산시,소계,0.5,30183,137,29,41,66,1,0
경기,광명시,초등학교,0.4,17318,73,30,43,0,0,0
경기,광명시,중학교,0.5,8912,45,34,11,0,0,0
경기,광명시,고등학교,1.1,8371,96,1,0,95,0,0
경기,광명시,(일반고),1.1,6956,75,1,0,74,0,0
경기,광명시,(특성화고),2.9,716,21,0,0,21,0,0
경기,광명시,(자율고),0,699,,,,,,
경기,광명시,소계,0.6,34601,214,65,54,95,0,0
경기,광주시,초등학교,0.7,19933,130,54,76,0,0,0
경기,광주시,중학교,0.4,8706,32,30,2,0,0,0
경기,광주시,고등학교,0.8,6385,52,0,0,51,1,0
경기,광주시,(일반고),0.8,5994,50,0,0,49,1,0
경기,광주시,(특성화고),0.5,391,2,0,0,2,0,0
경기,광주시,소계,0.6,35024,214,84,78,51,1,0
경기,하남시,초등학교,0.6,16940,96,54,42,0,0,0
경기,하남시,중학교,0.6,6461,40,31,9,0,0,0
경기,하남시,고등학교,1.3,5034,63,0,0,60,2,1
경기,하남시,(일반고),1,4106,42,0,0,41,0,1
경기,하남시,(특성화고),2.3,928,21,0,0,19,2,0
경기,하남시,소계,0.7,28435,199,85,51,60,2,1
경기,김포시,초등학교,0.5,32551,151,79,72,0,0,0
경기,김포시,중학교,0.5,12859,66,50,16,0,0,0
경기,김포시,고등학교,1.4,10446,142,1,0,140,1,0
경기,김포시,(일반고),1.3,9305,124,1,0,122,1,0
경기,김포시,(특목고),1.6,505,8,0,0,8,0,0
경기,김포시,(특성화고),1.6,636,10,0,0,10,0,0
경기,김포시,소계,0.6,55856,359,130,88,140,1,0
경기,이천시,초등학교,0.3,12879,35,18,17,0,0,0
경기,이천시,중학교,0.3,6304,19,13,6,0,0,0
경기,이천시,고등학교,1,6124,60,0,0,58,1,1
경기,이천시,(일반고),0.9,5768,50,0,0,48,1,1
경기,이천시,(특성화고),2.8,356,10,0,0,10,0,0
경기,이천시,소계,0.5,25307,114,31,23,58,1,1
경기,안성시,초등학교,0.4,10657,42,11,31,0,0,0
경기,안성시,중학교,0.4,4986,19,13,6,0,0,0
경기,안성시,고등학교,1.2,4589,53,0,0,52,0,1
경기,안성시,(일반고),1.3,3728,49,0,0,48,0,1
경기,안성시,(특성화고),0.5,861,4,0,0,4,0,0
경기,안성시,소계,0.6,20232,114,24,37,52,0,1
경기,여주시,초등학교,0.3,5248,17,5,12,0,0,0
경기,여주시,중학교,0.1,2670,2,1,1,0,0,0
경기,여주시,고등학교,1.1,2934,32,2,0,30,0,0
경기,여주시,(일반고),0.9,2218,20,2,0,18,0,0
경기,여주시,(특성화고),1.7,716,12,0,0,12,0,0
경기,여주시,소계,0.5,10852,51,8,13,30,0,0
경기,양평군,초등학교,1,5086,53,28,25,0,0,0
경기,양평군,중학교,1.1,2708,31,30,1,0,0,0
경기,양평군,고등학교,1.1,2859,32,0,0,29,3,0
경기,양평군,(일반고),1,2664,27,0,0,24,3,0
경기,양평군,(특성화고),2.6,195,5,0,0,5,0,0
경기,양평군,소계,1.1,10653,116,58,26,29,3,0
경기,고양시,초등학교,0.6,54930,325,200,125,0,0,0
경기,고양시,중학교,0.6,27615,171,129,42,0,0,0
경기,고양시,고등학교,1.3,29095,389,0,0,384,5,0
경기,고양시,(일반고),1.2,22812,281,0,0,281,0,0
경기,고양시,(특목고),1.3,2120,27,0,0,27,0,0
경기,고양시,(특성화고),1.9,3224,61,0,0,57,4,0
경기,고양시,(자율고),2.1,939,20,0,0,19,1,0
경기,고양시,소계,0.8,111640,885,329,167,384,5,0
경기,남양주시,초등학교,0.6,44660,252,214,38,0,0,0
경기,남양주시,중학교,0.4,20805,87,75,12,0,0,0
경기,남양주시,고등학교,0.9,17975,162,0,0,162,0,0
